"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-06-03,7804,8217,8010,8733,7287,7989
2020-06-04,8228,8506,8367,9123,7611,8200
2020-06-05,8675,8785,8730,9518,7942,8577
2020-06-06,9146,9053,9100,9922,8278,8972
2020-06-07,9643,9311,9477,10333,8621,9290
2020-06-08,10167,9557,9862,10753,8971,9727
2020-06-09,10719,9791,10255,11181,9329,10126
2020-06-10,11302,10013,10658,11621,9695,10615
2020-06-11,11915,10222,11068,12068,10068,NA
2020-06-12,12563,10419,11491,12529,10453,NA
2020-06-13,13245,10604,11924,13001,10847,NA
2020-06-14,13964,10777,12370,13487,11253,NA
2020-06-15,14723,10939,12831,13990,11672,NA
2020-06-16,15523,11089,13306,14508,12104,NA
2020-06-17,16366,11229,13798,15044,12552,NA
