"dia_ano","dias","otimista","casos_estimados","pessimista","x"
188,2020-07-06,712,746,780,726
189,2020-07-07,737,772,807,767
190,2020-07-08,761,797,833,801
191,2020-07-09,787,824,861,823
192,2020-07-10,812,850,888,856
193,2020-07-11,837,877,917,871
194,2020-07-12,863,904,945,902
195,2020-07-13,889,931,973,930
196,2020-07-14,915,958,1001,960
197,2020-07-15,941,985,1029,1001
198,2020-07-16,967,1013,1059,1037
199,2020-07-17,993,1040,1087,NA
200,2020-07-18,1019,1067,1115,NA
201,2020-07-19,1045,1094,1143,NA
202,2020-07-20,1070,1121,1172,NA
203,2020-07-21,1096,1148,1200,NA
204,2020-07-22,1122,1175,1228,NA
205,2020-07-23,1147,1201,1255,NA
206,2020-07-24,1173,1228,1283,NA
207,2020-07-25,1196,1253,1310,NA
208,2020-07-26,1221,1279,1337,NA
