"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-04-07,471,509,490,589,391,457
2020-04-08,521,560,540,649,431,501
2020-04-09,577,613,595,715,475,693
2020-04-10,639,667,653,785,521,732
2020-04-11,707,723,715,859,571,768
2020-04-12,782,779,780,938,622,777
2020-04-13,866,834,850,1022,678,826
2020-04-14,959,889,924,1111,737,853
2020-04-15,1061,943,1002,1204,800,NA
2020-04-16,1175,994,1084,1303,865,NA
2020-04-17,1300,1044,1172,1409,935,NA
2020-04-18,1439,1091,1265,1521,1009,NA
2020-04-19,1593,1135,1364,1640,1088,NA
2020-04-20,1764,1176,1470,1767,1173,NA
2020-04-21,1952,1213,1582,1902,1262,NA
