"dia_ano","dias","otimista","casos_estimados","pessimista","x"
182,2020-06-30,14158,14923,15688,14763
183,2020-07-01,14358,15133,15908,15030
184,2020-07-02,14553,15339,16125,15351
185,2020-07-03,14744,15540,16336,15694
186,2020-07-04,14929,15735,16541,15996
187,2020-07-05,15110,15926,16742,16078
188,2020-07-06,15286,16112,16938,16134
189,2020-07-07,15457,16292,17127,16475
190,2020-07-08,15624,16468,17312,16788
191,2020-07-09,15786,16639,17492,17118
192,2020-07-10,15943,16804,17665,17442
193,2020-07-11,16095,16964,17833,NA
194,2020-07-12,16243,17120,17997,NA
195,2020-07-13,16385,17270,18155,NA
196,2020-07-14,16524,17416,18308,NA
197,2020-07-15,16657,17556,18455,NA
198,2020-07-16,16786,17692,18598,NA
199,2020-07-17,16910,17823,18736,NA
200,2020-07-18,17030,17950,18870,NA
201,2020-07-19,17146,18072,18998,NA
202,2020-07-20,17257,18189,19121,NA
