"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-04-01,255,275,265,309,221,252
2020-04-02,292,316,304,354,254,301
2020-04-03,333,360,346,403,289,395
2020-04-04,381,407,394,459,329,438
2020-04-05,435,456,446,520,372,458
2020-04-06,498,506,502,585,419,503
2020-04-07,569,557,563,656,470,539
2020-04-08,650,606,628,732,524,609
2020-04-09,743,654,698,814,582,NA
2020-04-10,849,699,774,902,646,NA
2020-04-11,971,741,856,998,714,NA
2020-04-12,1110,780,945,1101,789,NA
2020-04-13,1268,815,1042,1215,869,NA
2020-04-14,1450,847,1148,1338,958,NA
2020-04-15,1657,874,1266,1476,1056,NA
