"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
165,2020-06-13,182,196,210,194
166,2020-06-14,187,201,215,197
167,2020-06-15,190,205,220,197
168,2020-06-16,195,210,225,202
169,2020-06-17,199,214,229,210
170,2020-06-18,203,218,233,221
171,2020-06-19,206,222,238,235
172,2020-06-20,209,225,241,235
173,2020-06-21,213,229,245,237
174,2020-06-22,216,232,248,239
175,2020-06-23,219,236,253,241
176,2020-06-24,222,239,256,NA
177,2020-06-25,225,242,259,NA
178,2020-06-26,228,245,262,NA
179,2020-06-27,229,247,265,NA
180,2020-06-28,232,250,268,NA
181,2020-06-29,235,253,271,NA
182,2020-06-30,237,255,273,NA
183,2020-07-01,239,257,275,NA
184,2020-07-02,241,259,277,NA
185,2020-07-03,242,261,280,NA
