"dia_ano","dias","otimista","casos_estimados","pessimista","x"
198,2020-07-16,920,1140,1360,1207
199,2020-07-17,963,1193,1423,1268
200,2020-07-18,1007,1248,1489,1305
201,2020-07-19,1054,1306,1558,1332
202,2020-07-20,1102,1366,1630,1384
203,2020-07-21,1154,1430,1706,1400
204,2020-07-22,1207,1496,1785,1453
205,2020-07-23,1263,1565,1867,1491
206,2020-07-24,1322,1638,1954,1501
207,2020-07-25,1383,1714,2045,1566
208,2020-07-26,1447,1793,2139,1580
209,2020-07-27,1514,1876,2238,NA
210,2020-07-28,1584,1963,2342,NA
211,2020-07-29,1657,2054,2451,NA
212,2020-07-30,1735,2150,2565,NA
213,2020-07-31,1815,2249,2683,NA
214,2020-08-01,1899,2354,2809,NA
215,2020-08-02,1987,2463,2939,NA
216,2020-08-03,2079,2577,3075,NA
217,2020-08-04,2175,2696,3217,NA
218,2020-08-05,2276,2821,3366,NA
