"dia_ano","dias","otimista","casos_estimados","pessimista","x"
190,2020-07-08,787,839,891,825
191,2020-07-09,816,870,924,870
192,2020-07-10,847,903,959,919
193,2020-07-11,878,936,994,943
194,2020-07-12,911,971,1031,962
195,2020-07-13,945,1007,1069,995
196,2020-07-14,979,1044,1109,1060
197,2020-07-15,1016,1083,1150,1101
198,2020-07-16,1053,1123,1193,1141
199,2020-07-17,1092,1164,1236,1166
200,2020-07-18,1132,1207,1282,1229
201,2020-07-19,1174,1252,1330,NA
202,2020-07-20,1218,1298,1378,NA
203,2020-07-21,1263,1346,1429,NA
204,2020-07-22,1310,1396,1482,NA
205,2020-07-23,1357,1447,1537,NA
206,2020-07-24,1407,1500,1593,NA
207,2020-07-25,1460,1556,1652,NA
208,2020-07-26,1513,1613,1713,NA
209,2020-07-27,1568,1672,1776,NA
210,2020-07-28,1627,1734,1841,NA
