"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
163,2020-06-11,25,34,43,40
164,2020-06-12,28,37,46,40
165,2020-06-13,29,39,49,43
166,2020-06-14,31,41,51,43
167,2020-06-15,33,44,55,43
168,2020-06-16,34,46,58,46
169,2020-06-17,37,49,61,49
170,2020-06-18,39,52,65,51
171,2020-06-19,41,55,69,53
172,2020-06-20,44,59,74,53
173,2020-06-21,46,62,78,53
174,2020-06-22,49,66,83,NA
175,2020-06-23,52,70,88,NA
176,2020-06-24,55,74,93,NA
177,2020-06-25,59,79,99,NA
178,2020-06-26,63,84,105,NA
179,2020-06-27,66,89,112,NA
180,2020-06-28,70,94,118,NA
181,2020-06-29,75,100,125,NA
182,2020-06-30,79,106,133,NA
183,2020-07-01,84,113,142,NA
