"dia_ano","dias","otimista","casos_estimados","pessimista","x"
148,2020-05-27,103,109,115,108
149,2020-05-28,108,114,120,115
150,2020-05-29,113,120,127,119
151,2020-05-30,118,125,132,122
152,2020-05-31,124,131,138,124
153,2020-06-01,129,137,145,127
154,2020-06-02,135,143,151,151
155,2020-06-03,141,149,157,155
156,2020-06-04,146,155,164,NA
157,2020-06-05,153,162,171,NA
158,2020-06-06,160,169,178,NA
159,2020-06-07,166,176,186,NA
160,2020-06-08,174,184,194,NA
161,2020-06-09,180,191,202,NA
162,2020-06-10,188,199,210,NA
