"dia_ano","dias","otimista","casos_estimados","pessimista","x"
196,2020-07-14,2153,2554,2955,2584
197,2020-07-15,2221,2634,3047,2638
198,2020-07-16,2290,2716,3142,2693
199,2020-07-17,2361,2800,3239,2738
200,2020-07-18,2434,2887,3340,2793
201,2020-07-19,2509,2976,3443,2840
202,2020-07-20,2588,3069,3550,2891
203,2020-07-21,2668,3164,3660,2936
204,2020-07-22,2750,3262,3774,2988
205,2020-07-23,2836,3364,3892,3044
206,2020-07-24,2924,3468,4012,3096
207,2020-07-25,3015,3576,4137,NA
208,2020-07-26,3109,3687,4265,NA
209,2020-07-27,3205,3801,4397,NA
210,2020-07-28,3304,3919,4534,NA
211,2020-07-29,3407,4041,4675,NA
212,2020-07-30,3512,4166,4820,NA
213,2020-07-31,3621,4295,4969,NA
214,2020-08-01,3734,4429,5124,NA
215,2020-08-02,3850,4566,5282,NA
216,2020-08-03,3969,4708,5447,NA
