"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
191,2020-07-09,34,45,56,1053
192,2020-07-10,34,46,58,1073
193,2020-07-11,36,48,60,1090
194,2020-07-12,37,49,61,1108
195,2020-07-13,37,50,63,1122
196,2020-07-14,39,52,65,1147
197,2020-07-15,40,53,66,1177
198,2020-07-16,41,55,69,1200
199,2020-07-17,43,57,71,1216
200,2020-07-18,43,58,73,1231
201,2020-07-19,45,60,75,1236
202,2020-07-20,46,62,78,NA
203,2020-07-21,47,63,79,NA
204,2020-07-22,49,65,81,NA
205,2020-07-23,50,67,84,NA
206,2020-07-24,51,69,87,NA
207,2020-07-25,53,71,89,NA
208,2020-07-26,54,73,92,NA
209,2020-07-27,56,75,94,NA
210,2020-07-28,58,78,98,NA
211,2020-07-29,60,80,100,NA
