"dia_ano","dias","otimista","casos_estimados","pessimista","x"
135,2020-05-14,980,1139,1298,1235
136,2020-05-15,1047,1217,1387,1331
137,2020-05-16,1119,1301,1483,1375
138,2020-05-17,1195,1390,1585,1413
139,2020-05-18,1277,1485,1693,1433
140,2020-05-19,1365,1587,1809,1491
141,2020-05-20,1458,1695,1932,1561
142,2020-05-21,1557,1811,2065,1620
143,2020-05-22,1664,1935,2206,NA
144,2020-05-23,1778,2068,2358,NA
145,2020-05-24,1900,2209,2518,NA
146,2020-05-25,2030,2361,2692,NA
147,2020-05-26,2169,2522,2875,NA
148,2020-05-27,2318,2695,3072,NA
149,2020-05-28,2476,2879,3282,NA
