"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-04-19,1232,1271,1252,1374,1130,1230
2020-04-20,1347,1385,1366,1499,1233,1341
2020-04-21,1474,1506,1490,1635,1345,1489
2020-04-22,1612,1636,1624,1782,1466,1644
2020-04-23,1763,1772,1768,1940,1596,1789
2020-04-24,1928,1917,1922,2109,1735,1962
2020-04-25,2109,2068,2088,2291,1885,2081
2020-04-26,2307,2227,2267,2487,2047,2209
2020-04-27,2523,2392,2458,2697,2219,NA
2020-04-28,2760,2563,2662,2921,2403,NA
2020-04-29,3019,2739,2879,3159,2599,NA
2020-04-30,3302,2920,3111,3413,2809,NA
2020-05-01,3612,3104,3358,3684,3032,NA
2020-05-02,3950,3291,3620,3972,3268,NA
2020-05-03,4321,3480,3900,4279,3521,NA
