"country","dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados"
"Panama",2019-12-30,0,0,0,0,0
"Panama",2019-12-31,0,0,0,0,0
"Panama",2020-01-01,0,0,0,0,0
"Panama",2020-01-02,0,0,0,0,0
"Panama",2020-01-03,0,0,0,0,0
"Panama",2020-01-04,0,0,0,0,0
"Panama",2020-01-05,0,0,0,0,0
"Panama",2020-01-06,0,0,0,0,0
"Panama",2020-01-07,0,0,0,0,0
"Panama",2020-01-08,0,0,0,0,0
"Panama",2020-01-09,0,0,0,0,0
"Panama",2020-01-10,0,0,0,0,0
"Panama",2020-01-11,0,0,0,0,0
"Panama",2020-01-12,0,0,0,0,0
"Panama",2020-01-13,0,0,0,0,0
"Panama",2020-01-14,0,0,0,0,0
"Panama",2020-01-15,0,0,0,0,0
"Panama",2020-01-16,0,0,0,0,0
"Panama",2020-01-17,0,0,0,0,0
"Panama",2020-01-18,0,0,0,0,0
"Panama",2020-01-19,0,0,0,0,0
"Panama",2020-01-20,0,0,0,0,0
"Panama",2020-01-21,0,0,0,0,0
"Panama",2020-01-22,0,0,0,0,0
"Panama",2020-01-23,0,0,0,0,0
"Panama",2020-01-24,0,0,0,0,0
"Panama",2020-01-25,0,0,0,0,0
"Panama",2020-01-26,0,0,0,0,0
"Panama",2020-01-27,0,0,0,0,0
"Panama",2020-01-28,0,0,0,0,0
"Panama",2020-01-29,0,0,0,0,0
"Panama",2020-01-30,0,0,0,0,0
"Panama",2020-01-31,0,0,0,0,0
"Panama",2020-02-01,0,0,0,0,0
"Panama",2020-02-02,0,0,0,0,0
"Panama",2020-02-03,0,0,0,0,0
"Panama",2020-02-04,0,0,0,0,0
"Panama",2020-02-05,0,0,0,0,0
"Panama",2020-02-06,0,0,0,0,0
"Panama",2020-02-07,0,0,0,0,0
"Panama",2020-02-08,0,0,0,0,0
"Panama",2020-02-09,0,0,0,0,0
"Panama",2020-02-10,0,0,0,0,0
"Panama",2020-02-11,0,0,0,0,0
"Panama",2020-02-12,0,0,0,0,0
"Panama",2020-02-13,0,0,0,0,0
"Panama",2020-02-14,0,0,0,0,0
"Panama",2020-02-15,0,0,0,0,0
"Panama",2020-02-16,0,0,0,0,0
"Panama",2020-02-17,0,0,0,0,0
"Panama",2020-02-18,1,1,1,0,0
"Panama",2020-02-19,1,1,1,0,0
"Panama",2020-02-20,1,1,1,0,0
"Panama",2020-02-21,1,1,1,0,0
"Panama",2020-02-22,1,1,1,0,0
"Panama",2020-02-23,1,2,3,0,0
"Panama",2020-02-24,1,2,3,0,0
"Panama",2020-02-25,1,2,3,0,0
"Panama",2020-02-26,2,3,4,0,0
"Panama",2020-02-27,2,3,4,0,0
"Panama",2020-02-28,3,4,5,0,0
"Panama",2020-02-29,3,5,7,0,0
"Panama",2020-03-01,4,6,8,0,0
"Panama",2020-03-02,5,7,9,0,0
"Panama",2020-03-03,5,8,11,0,0
"Panama",2020-03-04,7,10,13,0,0
"Panama",2020-03-05,8,12,16,0,0
"Panama",2020-03-06,9,14,19,0,0
"Panama",2020-03-07,11,17,23,0,0
"Panama",2020-03-08,14,21,28,0,0
"Panama",2020-03-09,16,25,34,0,1
"Panama",2020-03-10,20,31,42,1,7
"Panama",2020-03-11,24,37,50,1,14
"Panama",2020-03-12,29,44,59,1,27
"Panama",2020-03-13,35,54,73,1,36
"Panama",2020-03-14,42,65,88,1,43
"Panama",2020-03-15,51,78,105,1,43
"Panama",2020-03-16,61,94,127,2,69
"Panama",2020-03-17,74,114,154,2,86
"Panama",2020-03-18,90,137,184,2,109
"Panama",2020-03-19,108,165,222,3,137
"Panama",2020-03-20,131,200,269,4,200
"Panama",2020-03-21,157,241,325,4,245
"Panama",2020-03-22,189,290,391,5,313
"Panama",2020-03-23,229,350,471,6,345
"Panama",2020-03-24,276,423,570,8,443
"Panama",2020-03-25,333,510,687,9,588
"Panama",2020-03-26,402,616,830,11,674
"Panama",2020-03-27,485,743,1001,13,786
"Panama",2020-03-28,585,896,1207,16,786
"Panama",2020-03-29,706,1081,1456,19,NA
"Panama",2020-03-30,853,1305,1757,23,NA
"Panama",2020-03-31,1028,1574,2120,28,NA
"Panama",2020-04-01,1241,1899,2557,34,NA
"Panama",2020-04-02,1497,2292,3087,41,NA
"Panama",2020-04-03,1807,2765,3723,49,NA
"Panama",2020-04-04,2180,3336,4492,59,NA
