"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-05,327,313,320,331,309,303
2020-05-06,374,368,371,384,358,351
2020-05-07,429,430,430,445,415,423
2020-05-08,491,499,495,512,478,494
2020-05-09,562,575,568,588,548,572
2020-05-10,644,658,651,673,629,688
2020-05-11,737,746,742,768,716,747
2020-05-12,844,839,842,871,813,828
2020-05-13,967,934,950,983,917,NA
2020-05-14,1107,1031,1069,1106,1032,NA
2020-05-15,1268,1127,1198,1239,1157,NA
2020-05-16,1452,1220,1336,1382,1290,NA
2020-05-17,1663,1309,1486,1537,1435,NA
2020-05-18,1905,1392,1648,1705,1591,NA
2020-05-19,2181,1470,1826,1889,1763,NA
