"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-06-28,78100,81078,79589,88748,70430,78512
2020-06-29,80799,82138,81468,90843,72093,78969
2020-06-30,83591,83137,83364,92957,73771,80451
2020-07-01,86480,84079,85280,95094,75466,83256
2020-07-02,89469,84965,87217,97254,77180,86025
2020-07-03,92561,85797,89179,99442,78916,88214
2020-07-04,95760,86576,91168,101660,80676,89057
2020-07-05,99070,87307,93188,103912,82464,89714
2020-07-06,102493,87990,95242,106202,84282,90251
2020-07-07,106036,88628,97332,108533,86131,92088
2020-07-08,109700,89223,99462,110908,88016,92939
2020-07-09,113492,89778,101635,113331,89939,NA
2020-07-10,117414,90295,103854,115805,91903,NA
2020-07-11,121472,90776,106124,118337,93911,NA
2020-07-12,125670,91223,108446,120926,95966,NA
2020-07-13,130013,91639,110826,123580,98072,NA
2020-07-14,134506,92025,113266,126301,100231,NA
2020-07-15,139155,92382,115768,129091,102445,NA
2020-07-16,143964,92714,118339,131957,104721,NA
2020-07-17,148939,93021,120980,134902,107058,NA
2020-07-18,154087,93306,123696,137931,109461,NA
