location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-08-09;total_cases;50;2020-06-23;11810;2020-08-09;21587;1.83
AL;2020-08-09;total_cases;41;2020-07-02;37328;2020-08-09;67613;1.81
AM;2020-08-09;total_cases;57;2020-06-16;58018;2020-08-09;106950;1.84
AP;2020-08-09;total_cases;54;2020-06-19;19922;2020-08-09;38208;1.92
BA;2020-08-09;total_cases;30;2020-07-13;106891;2020-08-09;193029;1.81
CE;2020-08-09;total_cases;47;2020-06-26;104422;2020-08-09;188542;1.81
DF;2020-08-09;total_cases;33;2020-07-10;67297;2020-08-09;123057;1.83
ES;2020-08-09;total_cases;41;2020-07-02;50240;2020-08-09;91791;1.83
GO;2020-08-09;total_cases;22;2020-07-21;43794;2020-08-09;85071;1.94
MA;2020-08-09;total_cases;50;2020-06-23;72021;2020-08-09;130136;1.81
MG;2020-08-09;total_cases;27;2020-07-16;84470;2020-08-09;153927;1.82
MS;2020-08-09;total_cases;22;2020-07-21;17386;2020-08-09;31344;1.8
MT;2020-08-09;total_cases;24;2020-07-19;34136;2020-08-09;63416;1.86
PA;2020-08-09;total_cases;49;2020-06-24;91708;2020-08-09;167642;1.83
PB;2020-08-09;total_cases;41;2020-07-02;49536;2020-08-09;90082;1.82
PE;2020-08-09;total_cases;45;2020-06-28;58107;2020-08-09;105134;1.81
PI;2020-08-09;total_cases;31;2020-07-12;32963;2020-08-09;59982;1.82
PR;2020-08-09;total_cases;27;2020-07-16;49405;2020-08-09;89966;1.82
RJ;2020-08-09;total_cases;51;2020-06-22;97572;2020-08-09;178850;1.83
RN;2020-08-09;total_cases;43;2020-06-30;30287;2020-08-09;55290;1.83
RO;2020-08-09;total_cases;37;2020-07-06;23921;2020-08-09;44010;1.84
RR;2020-08-09;total_cases;34;2020-07-09;20154;2020-08-09;36387;1.81
RS;2020-08-09;total_cases;27;2020-07-16;45344;2020-08-09;83991;1.85
SC;2020-08-09;total_cases;22;2020-07-21;56475;2020-08-09;105935;1.88
SE;2020-08-09;total_cases;33;2020-07-10;34713;2020-08-09;64693;1.86
SP;2020-08-09;total_cases;35;2020-07-08;341365;2020-08-09;627126;1.84
TO;2020-08-09;total_cases;25;2020-07-18;17209;2020-08-09;31663;1.84
