"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-18,2132,2203,2168,2283,2053,2043
2020-05-19,2284,2347,2316,2439,2193,2257
2020-05-20,2446,2497,2472,2603,2341,2499
2020-05-21,2621,2652,2636,2776,2496,2659
2020-05-22,2807,2811,2809,2958,2660,2774
2020-05-23,3007,2973,2990,3148,2832,3109
2020-05-24,3221,3139,3180,3348,3012,3201
2020-05-25,3450,3308,3379,3558,3200,3268
2020-05-26,3696,3478,3587,3777,3397,NA
2020-05-27,3959,3650,3804,4005,3603,NA
2020-05-28,4240,3822,4031,4244,3818,NA
2020-05-29,4542,3995,4268,4494,4042,NA
2020-05-30,4865,4166,4516,4755,4277,NA
2020-05-31,5212,4337,4774,5027,4521,NA
2020-06-01,5583,4505,5044,5311,4777,NA
