"dia_ano","dias","otimista","casos_estimados","pessimista","x"
183,2020-07-01,579,668,757,701
184,2020-07-02,606,699,792,725
185,2020-07-03,634,731,828,764
186,2020-07-04,662,764,866,783
187,2020-07-05,692,799,906,798
188,2020-07-06,725,836,947,826
189,2020-07-07,757,874,991,851
190,2020-07-08,792,914,1036,875
191,2020-07-09,829,956,1083,901
192,2020-07-10,867,1000,1133,931
193,2020-07-11,907,1046,1185,954
194,2020-07-12,947,1093,1239,NA
195,2020-07-13,991,1144,1297,NA
196,2020-07-14,1037,1196,1355,NA
197,2020-07-15,1084,1251,1418,NA
198,2020-07-16,1134,1308,1482,NA
199,2020-07-17,1186,1368,1550,NA
200,2020-07-18,1240,1431,1622,NA
201,2020-07-19,1297,1496,1695,NA
202,2020-07-20,1356,1565,1774,NA
203,2020-07-21,1419,1637,1855,NA
