location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-08-10;total_deaths;52;2020-06-22;305;2020-08-10;562;1.84
AL;2020-08-10;total_deaths;51;2020-06-23;920;2020-08-10;1688;1.83
AM;2020-08-10;total_deaths;79;2020-05-26;1852;2020-08-10;3384;1.83
AP;2020-08-10;total_deaths;59;2020-06-15;329;2020-08-10;603;1.83
BA;2020-08-10;total_deaths;37;2020-07-07;2216;2020-08-10;4011;1.81
CE;2020-08-10;total_deaths;65;2020-06-09;4309;2020-08-10;7979;1.85
DF;2020-08-10;total_deaths;30;2020-07-14;960;2020-08-10;1762;1.84
ES;2020-08-10;total_deaths;47;2020-06-27;1507;2020-08-10;2764;1.83
GO;2020-08-10;total_deaths;24;2020-07-20;1106;2020-08-10;2023;1.83
MA;2020-08-10;total_deaths;52;2020-06-22;1760;2020-08-10;3187;1.81
MG;2020-08-10;total_deaths;25;2020-07-19;1982;2020-08-10;3597;1.81
MS;2020-08-10;total_deaths;20;2020-07-24;281;2020-08-10;523;1.86
MT;2020-08-10;total_deaths;29;2020-07-15;1174;2020-08-10;2122;1.81
PA;2020-08-10;total_deaths;71;2020-06-03;3193;2020-08-10;5893;1.85
PB;2020-08-10;total_deaths;38;2020-07-06;1118;2020-08-10;2023;1.81
PE;2020-08-10;total_deaths;60;2020-06-14;3855;2020-08-10;6970;1.81
PI;2020-08-10;total_deaths;37;2020-07-07;834;2020-08-10;1503;1.8
PR;2020-08-10;total_deaths;25;2020-07-19;1327;2020-08-10;2398;1.81
RJ;2020-08-10;total_deaths;59;2020-06-15;7728;2020-08-10;14108;1.83
RN;2020-08-10;total_deaths;43;2020-07-01;1067;2020-08-10;1977;1.85
RO;2020-08-10;total_deaths;43;2020-07-01;520;2020-08-10;944;1.82
RR;2020-08-10;total_deaths;44;2020-06-30;283;2020-08-10;547;1.93
RS;2020-08-10;total_deaths;24;2020-07-20;1285;2020-08-10;2417;1.88
SC;2020-08-10;total_deaths;20;2020-07-24;844;2020-08-10;1541;1.83
SE;2020-08-10;total_deaths;36;2020-07-08;875;2020-08-10;1614;1.84
SP;2020-08-10;total_deaths;48;2020-06-26;13966;2020-08-10;25151;1.8
TO;2020-08-10;total_deaths;32;2020-07-12;255;2020-08-10;461;1.81
