"dia_ano","dias","otimista","casos_estimados","pessimista","x"
138,2020-05-17,68,72,76,74
139,2020-05-18,74,78,82,77
140,2020-05-19,79,84,89,87
141,2020-05-20,86,91,96,90
142,2020-05-21,94,99,104,101
143,2020-05-22,101,107,113,106
144,2020-05-23,109,115,121,115
145,2020-05-24,118,125,132,121
146,2020-05-25,128,135,142,NA
147,2020-05-26,138,146,154,NA
148,2020-05-27,149,158,167,NA
149,2020-05-28,162,171,180,NA
150,2020-05-29,175,185,195,NA
151,2020-05-30,189,200,211,NA
152,2020-05-31,205,217,229,NA
