"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-03-02,43267,3161,23214,32651,13777,192
2020-03-03,44319,3640,23980,33728,14232,267
2020-03-04,45397,4190,24794,34873,14715,348
2020-03-05,46501,4821,25661,36092,15230,531
2020-03-06,47632,5544,26588,37396,15780,764
2020-03-07,48791,6372,27582,38794,16370,1094
2020-03-08,49977,7320,28648,40293,17003,1527
2020-03-09,51193,8404,29798,41911,17685,2299
2020-03-10,52438,9640,31039,43656,18422,3274
2020-03-11,53714,11049,32382,45545,19219,4427
2020-03-12,55020,12651,33836,47590,20082,5958
2020-03-13,56358,14468,35413,49808,21018,7641
2020-03-14,57729,16526,37128,52221,22035,9785
2020-03-15,59133,18849,38991,54841,23141,11491
2020-03-16,60571,21464,41018,57692,24344,13994
2020-03-17,62045,24396,43220,60789,25651,17688
2020-03-18,63554,27673,45614,64156,27072,21735
2020-03-19,65099,31317,48208,67805,28611,26304
2020-03-20,66683,35352,51018,71757,30279,31750
2020-03-21,68305,39795,54050,76021,32079,36616
2020-03-22,69966,44658,57312,80609,34015,41262
2020-03-23,71668,49948,60808,85527,36089,48953
2020-03-24,73411,55661,64536,90770,38302,57506
2020-03-25,75196,61786,68491,96333,40649,66460
2020-03-26,77025,68298,72662,102199,43125,75641
2020-03-27,78899,75162,77030,108343,45717,83885
2020-03-28,80818,82334,81576,114737,48415,90309
2020-03-29,82783,89755,86269,121337,51201,96122
2020-03-30,84797,97359,91078,128101,54055,104267
2020-03-31,86859,105073,95966,134976,56956,111680
2020-04-01,88972,112820,100896,141910,59882,119263
2020-04-02,91136,120519,105828,148847,62809,126535
2020-04-03,93353,128095,110724,155733,65715,133198
2020-04-04,95623,135474,115548,162518,68578,138731
2020-04-05,97949,142592,120270,169160,71380,142398
2020-04-06,100331,149395,124863,175620,74106,147607
2020-04-07,102771,155837,129304,181866,76742,153190
2020-04-08,105271,161886,133578,187878,79278,158935
2020-04-09,107832,167522,137677,193643,81711,163472
2020-04-10,110454,172732,141593,199151,84035,168022
2020-04-11,113141,177517,145329,204405,86253,171921
2020-04-12,115893,181883,148888,209411,88365,174951
2020-04-13,118711,185844,152278,214179,90377,178067
2020-04-14,121599,189418,155508,218722,92294,182491
2020-04-15,124556,192629,158592,223060,94124,186311
2020-04-16,127586,195500,161543,227210,95876,190129
2020-04-17,130689,198059,164374,231192,97556,193965
2020-04-18,133868,200331,167100,235026,99174,193252
2020-04-19,137124,202342,169733,238730,100736,195470
2020-04-20,140459,204118,172288,242323,102253,198421
2020-04-21,143875,205682,174778,245825,103731,200733
2020-04-22,147374,207057,177216,249254,105178,203649
2020-04-23,150959,208264,179612,252624,106600,205763
2020-04-24,154631,209321,181976,255949,108003,208269
2020-04-25,158391,210245,184318,259243,109393,209910
2020-04-26,162244,211053,186648,262521,110775,211570
2020-04-27,166190,211758,188974,265792,112156,213095
2020-04-28,170232,212373,191302,269066,113538,213942
2020-04-29,174373,212909,193641,272356,114926,215183
2020-04-30,178614,213376,195995,275667,116323,216570
2020-05-01,182958,213781,198370,279008,117732,217804
2020-05-02,187408,214134,200771,282385,119157,218739
2020-05-03,191966,214441,203204,285807,120601,219205
2020-05-04,196635,214708,205672,289278,122066,220244
2020-05-05,201418,214939,208178,292803,123553,221124
2020-05-06,206317,215140,210728,296389,125067,222045
2020-05-07,211335,215315,213325,300042,126608,223218
2020-05-08,216475,215466,215970,303762,128178,223961
2020-05-09,221740,215598,218669,307558,129780,227377
2020-05-10,227133,215712,221422,311430,131414,227770
2020-05-11,232658,215811,224234,315385,133083,228252
2020-05-12,238317,215896,227106,319425,134787,228691
2020-05-13,244113,215971,230042,323554,136530,229540
2020-05-14,250050,216035,233042,327774,138310,230183
2020-05-15,256132,216091,236112,332092,140132,230698
2020-05-16,262362,216140,239251,336507,141995,231350
2020-05-17,268743,216182,242462,341023,143901,231606
2020-05-18,275280,216218,245749,345646,145852,232037
2020-05-19,281975,216250,249112,350376,147848,232555
2020-05-20,288833,216277,252555,355219,149891,0
2020-05-21,295858,216301,256080,360177,151983,279524
2020-05-22,303054,216322,259688,365251,154125,NA
2020-05-23,310425,216339,263382,370447,156317,NA
2020-05-24,317976,216355,267166,375769,158563,NA
2020-05-25,325709,216368,271038,381215,160861,NA
2020-05-26,333631,216380,275006,386796,163216,NA
2020-05-27,341746,216390,279068,392509,165627,NA
2020-05-28,350058,216399,283228,398360,168096,NA
