"dia_ano","dias","otimista","casos_estimados","pessimista","x"
130,2020-05-09,947,990,1033,972
131,2020-05-10,1004,1050,1096,1047
132,2020-05-11,1063,1111,1159,1087
133,2020-05-12,1122,1173,1224,1157
134,2020-05-13,1182,1236,1290,1224
135,2020-05-14,1242,1299,1356,1298
136,2020-05-15,1303,1362,1421,1381
137,2020-05-16,1363,1425,1487,1461
138,2020-05-17,1422,1487,1552,NA
139,2020-05-18,1481,1549,1617,NA
140,2020-05-19,1540,1610,1680,NA
141,2020-05-20,1597,1670,1743,NA
142,2020-05-21,1653,1728,1803,NA
143,2020-05-22,1707,1785,1863,NA
144,2020-05-23,1760,1840,1920,NA
