"dia_ano","dias","otimista","casos_estimados","pessimista","x"
166,2020-06-14,314,325,336,324
167,2020-06-15,320,331,342,329
168,2020-06-16,325,336,347,337
169,2020-06-17,331,342,353,338
170,2020-06-18,336,347,358,342
171,2020-06-19,341,352,363,348
172,2020-06-20,344,356,368,353
173,2020-06-21,349,361,373,359
174,2020-06-22,353,365,377,372
175,2020-06-23,357,369,381,380
176,2020-06-24,361,373,385,387
177,2020-06-25,364,376,388,NA
178,2020-06-26,367,379,391,NA
179,2020-06-27,370,382,394,NA
180,2020-06-28,373,385,397,NA
181,2020-06-29,375,388,401,NA
182,2020-06-30,378,391,404,NA
183,2020-07-01,380,393,406,NA
184,2020-07-02,382,395,408,NA
185,2020-07-03,384,397,410,NA
186,2020-07-04,386,399,412,NA
