"dia_ano","dias","otimista","casos_estimados","pessimista","x"
159,2020-06-07,86,97,108,99
160,2020-06-08,90,102,114,108
161,2020-06-09,94,107,120,114
162,2020-06-10,100,113,126,120
163,2020-06-11,104,118,132,124
164,2020-06-12,109,124,139,128
165,2020-06-13,116,131,146,130
166,2020-06-14,121,137,153,132
167,2020-06-15,127,144,161,136
168,2020-06-16,134,152,170,140
169,2020-06-17,141,160,179,149
170,2020-06-18,148,168,188,NA
171,2020-06-19,155,176,197,NA
172,2020-06-20,163,185,207,NA
173,2020-06-21,172,195,218,NA
174,2020-06-22,180,204,228,NA
175,2020-06-23,190,215,240,NA
176,2020-06-24,199,226,253,NA
177,2020-06-25,209,237,265,NA
178,2020-06-26,220,249,278,NA
179,2020-06-27,231,262,293,NA
