"dia_ano","dias","otimista","casos_estimados","pessimista","x"
172,2020-06-20,4161,5282,6403,5518
173,2020-06-21,4301,5460,6619,5523
174,2020-06-22,4446,5644,6842,5604
175,2020-06-23,4596,5834,7072,5717
176,2020-06-24,4751,6031,7311,5815
177,2020-06-25,4911,6234,7557,5875
178,2020-06-26,5077,6445,7813,5920
179,2020-06-27,5248,6662,8076,5981
180,2020-06-28,5425,6886,8347,5990
181,2020-06-29,5608,7118,8628,6076
182,2020-06-30,5797,7358,8919,6146
183,2020-07-01,5992,7606,9220,NA
184,2020-07-02,6195,7863,9531,NA
185,2020-07-03,6403,8128,9853,NA
186,2020-07-04,6619,8402,10185,NA
187,2020-07-05,6842,8685,10528,NA
188,2020-07-06,7073,8978,10883,NA
189,2020-07-07,7311,9280,11249,NA
190,2020-07-08,7558,9593,11628,NA
191,2020-07-09,7812,9916,12020,NA
192,2020-07-10,8076,10251,12426,NA
