"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-21,16471,16659,16565,17179,15951,16058
2020-05-22,17796,17968,17882,18545,17219,17212
2020-05-23,19228,19369,19298,20013,18583,18767
2020-05-24,20776,20866,20821,21593,20049,21191
2020-05-25,22448,22465,22456,23289,21623,22786
2020-05-26,24254,24168,24211,25109,23313,24278
2020-05-27,26206,25981,26094,27061,25127,26145
2020-05-28,28315,27907,28111,29153,27069,27979
2020-05-29,30594,29950,30272,31394,29150,NA
2020-05-30,33056,32114,32585,33793,31377,NA
2020-05-31,35716,34401,35058,36358,33758,NA
2020-06-01,38590,36814,37702,39100,36304,NA
2020-06-02,41695,39354,40524,42026,39022,NA
2020-06-03,45051,42023,43537,45151,41923,NA
2020-06-04,48676,44819,46748,48481,45015,NA
