location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-08-06;total_deaths;48;2020-06-22;305;2020-08-06;552;1.81
AL;2020-08-06;total_deaths;48;2020-06-22;903;2020-08-06;1643;1.82
AM;2020-08-06;total_deaths;75;2020-05-26;1852;2020-08-06;3335;1.8
AP;2020-08-06;total_deaths;55;2020-06-15;329;2020-08-06;594;1.81
BA;2020-08-06;total_deaths;36;2020-07-04;2050;2020-08-06;3789;1.85
CE;2020-08-06;total_deaths;61;2020-06-09;4309;2020-08-06;7893;1.83
DF;2020-08-06;total_deaths;28;2020-07-12;902;2020-08-06;1651;1.83
ES;2020-08-06;total_deaths;46;2020-06-24;1463;2020-08-06;2667;1.82
GO;2020-08-06;total_deaths;23;2020-07-17;1029;2020-08-06;1888;1.83
MA;2020-08-06;total_deaths;49;2020-06-21;1721;2020-08-06;3120;1.81
MG;2020-08-06;total_deaths;24;2020-07-16;1834;2020-08-06;3304;1.8
MS;2020-08-06;total_deaths;19;2020-07-21;248;2020-08-06;458;1.85
MT;2020-08-06;total_deaths;27;2020-07-13;1085;2020-08-06;1974;1.82
PA;2020-08-06;total_deaths;67;2020-06-03;3193;2020-08-06;5835;1.83
PB;2020-08-06;total_deaths;37;2020-07-03;1062;2020-08-06;1945;1.83
PE;2020-08-06;total_deaths;57;2020-06-13;3784;2020-08-06;6828;1.8
PI;2020-08-06;total_deaths;35;2020-07-05;784;2020-08-06;1436;1.83
PR;2020-08-06;total_deaths;25;2020-07-15;1200;2020-08-06;2224;1.85
RJ;2020-08-06;total_deaths;55;2020-06-15;7728;2020-08-06;13941;1.8
RN;2020-08-06;total_deaths;39;2020-07-01;1067;2020-08-06;1954;1.83
RO;2020-08-06;total_deaths;41;2020-06-29;500;2020-08-06;923;1.85
RR;2020-08-06;total_deaths;40;2020-06-30;283;2020-08-06;538;1.9
RS;2020-08-06;total_deaths;22;2020-07-18;1229;2020-08-06;2231;1.82
SC;2020-08-06;total_deaths;19;2020-07-21;738;2020-08-06;1357;1.84
SE;2020-08-06;total_deaths;33;2020-07-07;851;2020-08-06;1537;1.81
SP;2020-08-06;total_deaths;46;2020-06-24;13352;2020-08-06;24448;1.83
TO;2020-08-06;total_deaths;32;2020-07-08;233;2020-08-06;428;1.84
