"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-31,8890,9035,8962,9581,8343,9037
2020-06-01,9313,9383,9348,9994,8702,9498
2020-06-02,9757,9737,9747,10420,9074,9660
2020-06-03,10222,10094,10158,10860,9456,10034
2020-06-04,10710,10454,10582,11313,9851,10532
2020-06-05,11220,10818,11019,11780,10258,10846
2020-06-06,11755,11184,11470,12262,10678,11285
2020-06-07,12315,11551,11933,12757,11109,11565
2020-06-08,12902,11919,12410,13267,11553,NA
2020-06-09,13517,12287,12902,13793,12011,NA
2020-06-10,14161,12654,13408,14334,12482,NA
2020-06-11,14836,13020,13928,14890,12966,NA
2020-06-12,15544,13385,14464,15463,13465,NA
2020-06-13,16284,13746,15015,16052,13978,NA
2020-06-14,17061,14104,15582,16658,14506,NA
