"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-06-08,7888,8309,8098,8892,7304,8128
2020-06-09,8292,8544,8418,9243,7593,8457
2020-06-10,8716,8768,8742,9599,7885,8746
2020-06-11,9163,8979,9071,9960,8182,9091
2020-06-12,9632,9178,9405,10327,8483,9295
2020-06-13,10125,9364,9744,10699,8789,9534
2020-06-14,10644,9539,10092,11081,9103,9642
2020-06-15,11189,9702,10446,11470,9422,9771
2020-06-16,11762,9853,10808,11868,9748,NA
2020-06-17,12364,9993,11178,12274,10082,NA
2020-06-18,12998,10122,11560,12693,10427,NA
2020-06-19,13663,10241,11952,13124,10780,NA
2020-06-20,14363,10351,12357,13568,11146,NA
2020-06-21,15099,10452,12776,14029,11523,NA
2020-06-22,15872,10544,13208,14503,11913,NA
