"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-06-01,40126,41986,41056,45409,36703,41774
2020-06-02,42267,43362,42814,47353,38275,43195
2020-06-03,44522,44696,44609,49338,39880,44347
2020-06-04,46898,45984,46441,51364,41518,46473
2020-06-05,49400,47224,48312,53434,43190,47666
2020-06-06,52036,48413,50224,55548,44900,48785
2020-06-07,54813,49549,52181,57713,46649,49269
2020-06-08,57738,50631,54184,59928,48440,49817
2020-06-09,60819,51659,56239,62201,50277,NA
2020-06-10,64064,52631,58348,64534,52162,NA
2020-06-11,67482,53550,60516,66932,54100,NA
2020-06-12,71083,54415,62749,69401,56097,NA
2020-06-13,74876,55227,65052,71948,58156,NA
2020-06-14,78871,55988,67430,74579,60281,NA
2020-06-15,83080,56700,69890,77299,62481,NA
