"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-03-02,48941,4104,26522,32842,20202,40
2020-03-03,49748,4429,27088,33543,20633,51
2020-03-04,50568,4780,27674,34269,21079,85
2020-03-05,51402,5158,28280,35019,21541,115
2020-03-06,52249,5566,28908,35797,22019,163
2020-03-07,53110,6005,29558,36602,22514,206
2020-03-08,53986,6478,30232,37437,23027,273
2020-03-09,54876,6987,30932,38303,23561,321
2020-03-10,55781,7535,31658,39202,24114,373
2020-03-11,56700,8125,32412,40136,24688,456
2020-03-12,57635,8760,33198,41109,25287,590
2020-03-13,58585,9443,34014,42120,25908,707
2020-03-14,59551,10177,34864,43172,26556,1140
2020-03-15,60532,10967,35750,44270,27230,1391
2020-03-16,61530,11814,36672,45411,27933,1543
2020-03-17,62545,12725,37635,46604,28666,1950
2020-03-18,63576,13702,38639,47847,29431,2630
2020-03-19,64624,14751,39688,49146,30230,3277
2020-03-20,65689,15875,40782,50501,31063,3983
2020-03-21,66772,17080,41926,51917,31935,5018
2020-03-22,67873,18370,43122,53398,32846,5683
2020-03-23,68992,19751,44372,54946,33798,6650
2020-03-24,70129,21228,45678,56563,34793,8077
2020-03-25,71285,22806,47046,58257,35835,9529
2020-03-26,72460,24492,48476,60028,36924,11658
2020-03-27,73655,26289,49972,61881,38063,14543
2020-03-28,74869,28206,51538,63820,39256,17089
2020-03-29,76103,30246,53174,65846,40502,19522
2020-03-30,77358,32416,54887,67967,41807,22141
2020-03-31,78633,34722,56678,70185,43171,25150
2020-04-01,79930,37169,58550,72503,44597,29474
2020-04-02,81247,39763,60505,74924,46086,33718
2020-04-03,82587,42508,62548,77454,47642,38168
2020-04-04,83948,45409,64678,80091,49265,41903
2020-04-05,85332,48470,66901,82844,50958,47806
2020-04-06,86739,51696,69218,85713,52723,51608
2020-04-07,88169,55089,71629,88699,54559,55242
2020-04-08,89622,58652,74137,91804,56470,60733
2020-04-09,91100,62387,76744,95033,58455,65077
2020-04-10,92602,66293,79448,98381,60515,70272
2020-04-11,94128,70371,82250,101851,62649,78991
2020-04-12,95680,74619,85150,105442,64858,84279
2020-04-13,97257,79035,88146,109152,67140,88621
2020-04-14,98861,83615,91238,112981,69495,93873
2020-04-15,100490,88352,94421,116922,71920,98476
2020-04-16,102147,93242,97694,120975,74413,103093
2020-04-17,103831,98276,101054,125136,76972,108692
2020-04-18,105543,103445,104494,129396,79592,114217
2020-04-19,107283,108737,108010,133750,82270,120067
2020-04-20,109051,114142,111596,138190,85002,124743
2020-04-21,110849,119646,115248,142713,87783,129044
2020-04-22,112676,125235,118956,147304,90608,133495
2020-04-23,114534,130894,122714,151958,93470,138078
2020-04-24,116422,136606,126514,156663,96365,143464
2020-04-25,118341,142357,130349,161412,99286,148377
2020-04-26,120292,148127,134210,166193,102227,152840
2020-04-27,122275,153901,138088,170996,105180,157149
2020-04-28,124291,159661,141976,175810,108142,161145
2020-04-29,126340,165389,145864,180625,111103,165221
2020-04-30,128423,171069,149746,185432,114060,171253
2020-05-01,130540,176686,153613,190220,117006,177454
2020-05-02,132692,182223,157458,194982,119934,182260
2020-05-03,134879,187665,161272,199704,122840,186599
2020-05-04,137103,193000,165052,204385,125719,190584
2020-05-05,139363,198216,168790,209014,128566,194990
2020-05-06,141661,203300,172480,213583,131377,201201
2020-05-07,143996,208243,176120,218091,134149,206715
2020-05-08,146370,213038,179704,222529,136879,211364
2020-05-09,148783,217676,183230,226895,139565,215260
2020-05-10,151235,222152,186694,231185,142203,219183
2020-05-11,153729,226462,190096,235397,144795,223060
2020-05-12,156263,230603,193433,239530,147336,226463
2020-05-13,158839,234572,196706,243583,149829,229705
2020-05-14,161458,238369,199914,247555,152273,233151
2020-05-15,164119,241995,203057,251447,154667,236711
2020-05-16,166825,245450,206138,255262,157014,240161
2020-05-17,169575,248737,209156,259000,159312,243695
2020-05-18,172370,251858,212114,262663,161565,246406
2020-05-19,175212,254818,215015,266255,163775,248818
2020-05-20,178101,257619,217860,269778,165942,248293
2020-05-21,181037,260268,220652,273235,168069,250908
2020-05-22,184021,262768,223394,276631,170157,254195
2020-05-23,187055,265125,226090,279969,172211,257154
2020-05-24,190138,267344,228741,283252,174230,259559
2020-05-25,193273,269431,231352,286485,176219,261184
2020-05-26,196459,271392,233926,289673,178179,265227
2020-05-27,199698,273233,236466,292818,180114,267240
2020-05-28,202990,274959,238974,295923,182025,269127
2020-05-29,206336,276576,241456,298997,183915,271222
2020-05-30,209738,278089,243914,302041,185787,272826
2020-05-31,213196,279504,246350,305057,187643,274762
2020-06-01,216710,280827,248768,308051,189485,276332
2020-06-02,220283,282063,251173,311030,191316,277985
2020-06-03,223914,283216,253565,313992,193138,279856
2020-06-04,227605,284292,255948,316943,194953,281661
2020-06-05,231358,285295,258326,319887,196765,283311
2020-06-06,235172,286229,260700,322827,198573,284868
2020-06-07,239049,287099,263074,325767,200381,286194
2020-06-08,242989,287910,265450,328709,202191,287399
2020-06-09,246995,288664,267830,331656,204004,289140
2020-06-10,251067,289365,270216,334611,205821,290143
2020-06-11,255206,290017,272612,337578,207646,291409
2020-06-12,259413,290623,275018,340557,209479,292950
2020-06-13,263690,291186,277438,343554,211322,294375
2020-06-14,268037,291710,279874,346570,213178,295889
2020-06-15,272455,292196,282326,349607,215045,296857
2020-06-16,276947,292647,284797,352667,216927,298136
2020-06-17,281513,293066,287290,355754,218826,299251
2020-06-18,286153,293454,289804,358867,220741,300469
2020-06-19,290871,293815,292343,362011,222675,301815
2020-06-20,295666,294149,294908,365187,224629,303110
2020-06-21,300540,294460,297500,368397,226603,304331
2020-06-22,305495,294747,300121,371642,228600,305289
2020-06-23,310531,295014,302772,374925,230619,306210
2020-06-24,315650,295262,305456,378249,232663,306862
2020-06-25,320854,295491,308172,381612,234732,307980
2020-06-26,326143,295703,310923,385019,236827,309360
2020-06-27,331520,295900,313710,388470,238950,310250
2020-06-28,336985,296083,316534,391967,241101,311151
2020-06-29,342540,296252,319396,395511,243281,311965
2020-06-30,348187,296409,322298,399104,245492,312654
2020-07-01,353927,296554,325240,402747,247733,313483
2020-07-02,359762,296689,328226,406445,250007,283757
2020-07-03,365693,296813,331253,410193,252313,284276
2020-07-04,371722,296929,334326,413999,254653,284900
2020-07-05,377850,297035,337442,417857,257027,285416
2020-07-06,384079,297134,340606,421775,259437,285768
2020-07-07,390410,297226,343818,425753,261883,286349
2020-07-08,396846,297311,347078,429790,264366,286979
2020-07-09,403389,297390,350390,433891,266889,287621
2020-07-10,410039,297462,353750,438052,269448,NA
2020-07-11,416798,297530,357164,442279,272049,NA
2020-07-12,423669,297592,360630,446571,274689,NA
2020-07-13,430654,297650,364152,450932,277372,NA
2020-07-14,437753,297703,367728,455361,280095,NA
2020-07-15,444970,297753,371362,459861,282863,NA
2020-07-16,452305,297799,375052,464430,285674,NA
2020-07-17,459762,297841,378802,469074,288530,NA
2020-07-18,467341,297881,382611,473790,291432,NA
2020-07-19,475045,297917,386481,478583,294379,NA
