"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-06-18,27465,28577,28021,29877,26165,28521
2020-06-19,28977,30008,29492,31446,27538,30902
2020-06-20,30573,31480,31026,33081,28971,32238
2020-06-21,32256,32992,32624,34785,30463,33227
2020-06-22,34032,34539,34286,36557,32015,34148
2020-06-23,35905,36122,36014,38400,33628,35368
2020-06-24,37882,37736,37809,40314,35304,37254
2020-06-25,39967,39378,39672,42300,37044,38871
2020-06-26,42168,41047,41608,44364,38852,41326
2020-06-27,44489,42737,43613,46502,40724,42766
2020-06-28,46939,44446,45692,48719,42665,44905
2020-06-29,49523,46169,47846,51015,44677,NA
2020-06-30,52249,47903,50076,53393,46759,NA
2020-07-01,55126,49644,52385,55855,48915,NA
2020-07-02,58161,51388,54774,58402,51146,NA
2020-07-03,61363,53130,57246,61038,53454,NA
2020-07-04,64741,54866,59804,63766,55842,NA
2020-07-05,68305,56593,62449,66586,58312,NA
2020-07-06,72066,58306,65186,69504,60868,NA
2020-07-07,76033,60002,68018,72524,63512,NA
2020-07-08,80219,61677,70948,75648,66248,NA
