"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-08,10913,11714,11314,12096,10532,11587
2020-05-09,11699,12379,12039,12871,11207,12470
2020-05-10,12542,13038,12790,13674,11906,13275
2020-05-11,13445,13688,13566,14503,12629,13768
2020-05-12,14414,14323,14368,15361,13375,14309
2020-05-13,15452,14941,15196,16246,14146,14901
2020-05-14,16565,15538,16052,17161,14943,15588
2020-05-15,17759,16111,16935,18105,15765,16209
2020-05-16,19038,16658,17848,19081,16615,NA
2020-05-17,20409,17179,18794,20093,17495,NA
2020-05-18,21879,17670,19774,21140,18408,NA
2020-05-19,23456,18132,20794,22231,19357,NA
2020-05-20,25145,18564,21854,23364,20344,NA
2020-05-21,26957,18967,22962,24549,21375,NA
2020-05-22,28898,19341,24120,25787,22453,NA
