"dia_ano","dias","otimista","casos_estimados","pessimista","x"
154,2020-06-02,151,173,195,177
155,2020-06-03,159,182,205,191
156,2020-06-04,167,191,215,196
157,2020-06-05,175,201,227,202
158,2020-06-06,184,211,238,208
159,2020-06-07,194,222,250,214
160,2020-06-08,203,233,263,226
161,2020-06-09,213,244,275,236
162,2020-06-10,223,256,289,NA
163,2020-06-11,234,268,302,NA
164,2020-06-12,244,280,316,NA
165,2020-06-13,256,293,330,NA
166,2020-06-14,267,306,345,NA
167,2020-06-15,279,320,361,NA
168,2020-06-16,291,334,377,NA
