"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
164,2020-06-12,269,289,309,282
165,2020-06-13,283,304,325,293
166,2020-06-14,296,318,340,300
167,2020-06-15,308,331,354,314
168,2020-06-16,320,344,368,327
169,2020-06-17,332,357,382,352
170,2020-06-18,342,368,394,370
171,2020-06-19,352,379,406,386
172,2020-06-20,363,390,417,401
173,2020-06-21,371,399,427,410
174,2020-06-22,379,408,437,413
175,2020-06-23,387,416,445,NA
176,2020-06-24,393,423,453,NA
177,2020-06-25,400,430,460,NA
178,2020-06-26,405,436,467,NA
179,2020-06-27,411,442,473,NA
180,2020-06-28,416,447,478,NA
181,2020-06-29,419,451,483,NA
182,2020-06-30,423,455,487,NA
183,2020-07-01,427,459,491,NA
184,2020-07-02,430,462,494,NA
