"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-06-25,11702,12010,11856,12284,11428,12157
2020-06-26,12441,12742,12592,13046,12138,13026
2020-06-27,13226,13508,13367,13849,12885,13805
2020-06-28,14061,14310,14186,14698,13674,14687
2020-06-29,14949,15147,15048,15591,14505,15086
2020-06-30,15893,16021,15957,16532,15382,15636
2020-07-01,16896,16930,16913,17523,16303,16621
2020-07-02,17963,17875,17919,18565,17273,17727
2020-07-03,19097,18855,18976,19660,18292,18854
2020-07-04,20302,19869,20086,20810,19362,20098
2020-07-05,21584,20918,21251,22017,20485,20891
2020-07-06,22947,21999,22473,23283,21663,NA
2020-07-07,24395,23112,23754,24611,22897,NA
2020-07-08,25936,24255,25096,26001,24191,NA
2020-07-09,27573,25426,26500,27456,25544,NA
2020-07-10,29314,26623,27968,28977,26959,NA
2020-07-11,31164,27844,29504,30568,28440,NA
2020-07-12,33132,29087,31110,32232,29988,NA
2020-07-13,35224,30348,32786,33968,31604,NA
2020-07-14,37447,31626,34536,35781,33291,NA
2020-07-15,39811,32917,36364,37675,35053,NA
