"dia_ano","dias","otimista","casos_estimados","pessimista","x"
115,2020-04-24,529,584,639,570
116,2020-04-25,568,628,688,615
117,2020-04-26,607,671,735,645
118,2020-04-27,647,715,783,677
119,2020-04-28,685,757,829,738
120,2020-04-29,723,799,875,794
121,2020-04-30,759,838,917,854
122,2020-05-01,793,876,959,921
123,2020-05-02,826,913,1000,NA
124,2020-05-03,856,946,1036,NA
125,2020-05-04,885,978,1071,NA
126,2020-05-05,911,1007,1103,NA
127,2020-05-06,936,1034,1132,NA
128,2020-05-07,959,1059,1159,NA
129,2020-05-08,978,1081,1184,NA
