location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
Afghanistan;2020-05-21;total_cases;13;2020-05-11;4687;2020-05-21;8676;1.85
Albania;2020-05-21;total_cases;38;2020-04-16;518;2020-05-21;969;1.87
Algeria;2020-05-21;total_cases;23;2020-05-01;4154;2020-05-21;7728;1.86
Andorra;2020-05-21;total_cases;53;2020-04-01;390;2020-05-21;762;1.95
Angola;2020-05-21;total_cases;22;2020-05-01;29;2020-05-21;58;2
Argentina;2020-05-21;total_cases;17;2020-05-07;5358;2020-05-21;9918;1.85
Armenia;2020-05-21;total_cases;16;2020-05-08;3029;2020-05-21;5606;1.85
Aruba;2020-05-21;total_cases;53;2020-04-01;55;2020-05-21;101;1.84
Australia;2020-05-21;total_cases;57;2020-03-28;3809;2020-05-21;7081;1.86
Austria;2020-05-21;total_cases;56;2020-03-29;8813;2020-05-21;16332;1.85
Azerbaijan;2020-05-21;total_cases;19;2020-05-05;2060;2020-05-21;3749;1.82
Bahamas;2020-05-21;total_cases;39;2020-04-15;53;2020-05-21;97;1.83
Bahrain;2020-05-21;total_cases;16;2020-05-08;4444;2020-05-21;8174;1.84
Bangladesh;2020-05-21;total_cases;13;2020-05-11;15691;2020-05-21;28511;1.82
Barbados;2020-05-21;total_cases;50;2020-04-03;45;2020-05-21;90;2
Belarus;2020-05-21;total_cases;19;2020-05-05;18350;2020-05-21;33371;1.82
Belgium;2020-05-21;total_cases;40;2020-04-14;31119;2020-05-21;56235;1.81
Belize;2020-05-21;total_cases;44;2020-04-10;10;2020-05-21;18;1.8
Benin;2020-05-21;total_cases;25;2020-04-29;69;2020-05-21;135;1.96
Bermuda;2020-05-21;total_cases;39;2020-04-14;57;2020-05-21;125;2.19
Bhutan;2020-05-21;total_cases;12;2020-05-12;11;2020-05-21;21;1.91
Bolivia;2020-05-21;total_cases;13;2020-05-11;2831;2020-05-21;5187;1.83
Bonaire.Sint.Eustatius.and.Saba;2020-05-21;total_cases;41;2020-04-12;3;2020-05-21;6;2
Bosnia.and.Herzegovina;2020-05-21;total_cases;34;2020-04-20;1300;2020-05-21;2352;1.81
Botswana;2020-05-21;total_cases;36;2020-04-18;15;2020-05-21;29;1.93
Brazil;2020-05-21;total_cases;13;2020-05-11;168331;2020-05-21;310087;1.84
British.Virgin.Islands;2020-05-21;total_cases;34;2020-04-19;4;2020-05-21;8;2
Brunei;2020-05-21;total_cases;65;2020-03-20;78;2020-05-21;141;1.81
Bulgaria;2020-05-21;total_cases;28;2020-04-26;1300;2020-05-21;2372;1.82
Burkina.Faso;2020-05-21;total_cases;44;2020-04-10;448;2020-05-21;812;1.81
Cameroon;2020-05-21;total_cases;15;2020-05-09;2274;2020-05-21;4288;1.89
Canada;2020-05-21;total_cases;30;2020-04-24;43877;2020-05-21;81313;1.85
Cape.Verde;2020-05-21;total_cases;18;2020-05-06;191;2020-05-21;356;1.86
Cayman.Islands;2020-05-21;total_cases;35;2020-04-19;61;2020-05-21;111;1.82
Central.African.Republic;2020-05-21;total_cases;10;2020-05-14;221;2020-05-21;436;1.97
Chad;2020-05-21;total_cases;13;2020-05-11;322;2020-05-21;588;1.83
Chile;2020-05-21;total_cases;12;2020-05-12;31721;2020-05-21;57581;1.82
China;2020-05-21;total_cases;103;2020-02-11;44724;2020-05-21;84079;1.88
Colombia;2020-05-21;total_cases;16;2020-05-08;10051;2020-05-21;18330;1.82
Congo;2020-05-21;total_cases;19;2020-05-05;236;2020-05-21;469;1.99
Costa.Rica;2020-05-21;total_cases;47;2020-04-07;483;2020-05-21;903;1.87
Cote.d'Ivoire;2020-05-21;total_cases;25;2020-04-29;1238;2020-05-21;2231;1.8
Croatia;2020-05-21;total_cases;48;2020-04-06;1222;2020-05-21;2237;1.83
Cuba;2020-05-21;total_cases;35;2020-04-19;1035;2020-05-21;1908;1.84
Curacao;2020-05-21;total_cases;55;2020-03-28;8;2020-05-21;16;2
Cyprus;2020-05-21;total_cases;47;2020-04-07;494;2020-05-21;923;1.87
Czech.Republic;2020-05-21;total_cases;48;2020-04-06;4822;2020-05-21;8754;1.82
Democratic.Republic.of.Congo;2020-05-21;total_cases;14;2020-05-10;1024;2020-05-21;1945;1.9
Denmark;2020-05-21;total_cases;42;2020-04-12;6174;2020-05-21;11182;1.81
Djibouti;2020-05-21;total_cases;16;2020-05-08;1135;2020-05-21;2047;1.8
Dominican.Republic;2020-05-21;total_cases;22;2020-05-02;7578;2020-05-21;13657;1.8
Egypt;2020-05-21;total_cases;17;2020-05-07;7981;2020-05-21;15003;1.88
El.Salvador;2020-05-21;total_cases;15;2020-05-09;889;2020-05-21;1640;1.84
Equatorial.Guinea;2020-05-21;total_cases;11;2020-05-12;439;2020-05-21;903;2.06
Eritrea;2020-05-21;total_cases;52;2020-04-01;18;2020-05-21;39;2.17
Estonia;2020-05-21;total_cases;51;2020-04-03;961;2020-05-21;1800;1.87
Ethiopia;2020-05-21;total_cases;15;2020-05-09;210;2020-05-21;399;1.9
Faeroe.Islands;2020-05-21;total_cases;63;2020-03-21;92;2020-05-21;187;2.03
Finland;2020-05-21;total_cases;37;2020-04-17;3489;2020-05-21;6493;1.86
France;2020-05-21;total_cases;47;2020-04-07;78167;2020-05-21;144163;1.84
French.Polynesia;2020-05-21;total_cases;57;2020-03-27;30;2020-05-21;60;2
Gabon;2020-05-21;total_cases;12;2020-05-12;863;2020-05-21;1567;1.82
Gambia;2020-05-21;total_cases;22;2020-05-01;12;2020-05-21;24;2
Georgia;2020-05-21;total_cases;35;2020-04-19;394;2020-05-21;721;1.83
Germany;2020-05-21;total_cases;49;2020-04-05;95391;2020-05-21;177212;1.86
Ghana;2020-05-21;total_cases;16;2020-05-07;3091;2020-05-21;6486;2.1
Gibraltar;2020-05-21;total_cases;52;2020-04-01;69;2020-05-21;151;2.19
Greece;2020-05-21;total_cases;52;2020-04-02;1514;2020-05-21;2853;1.88
Greenland;2020-05-21;total_cases;59;2020-03-26;6;2020-05-21;11;1.83
Grenada;2020-05-21;total_cases;45;2020-04-09;12;2020-05-21;22;1.83
Guam;2020-05-21;total_cases;51;2020-04-03;87;2020-05-21;165;1.9
Guatemala;2020-05-21;total_cases;11;2020-05-13;1342;2020-05-21;2512;1.87
Guernsey;2020-05-21;total_cases;50;2020-04-04;136;2020-05-21;252;1.85
Guinea;2020-05-21;total_cases;21;2020-05-03;1586;2020-05-21;3067;1.93
Guinea-Bissau;2020-05-21;total_cases;16;2020-05-08;594;2020-05-21;1089;1.83
Guyana;2020-05-21;total_cases;31;2020-04-23;70;2020-05-21;127;1.81
Haiti;2020-05-21;total_cases;7;2020-05-16;358;2020-05-21;734;2.05
Honduras;2020-05-21;total_cases;16;2020-05-08;1771;2020-05-21;3204;1.81
Hungary;2020-05-21;total_cases;35;2020-04-19;1984;2020-05-21;3678;1.85
Iceland;2020-05-21;total_cases;57;2020-03-28;963;2020-05-21;1803;1.87
India;2020-05-21;total_cases;15;2020-05-09;62939;2020-05-21;118447;1.88
Indonesia;2020-05-21;total_cases;21;2020-05-03;11192;2020-05-21;20162;1.8
International;2020-05-21;total_cases;18;2020-02-16;355;2020-03-09;696;1.96
Iran;2020-05-21;total_cases;42;2020-04-12;71686;2020-05-21;129341;1.8
Iraq;2020-05-21;total_cases;23;2020-05-01;2153;2020-05-21;3877;1.8
Ireland;2020-05-21;total_cases;38;2020-04-16;13271;2020-05-21;24391;1.84
Isle.of.Man;2020-05-21;total_cases;45;2020-04-08;158;2020-05-21;336;2.13
Israel;2020-05-21;total_cases;47;2020-04-07;9248;2020-05-21;16690;1.8
Italy;2020-05-21;total_cases;50;2020-04-04;124632;2020-05-21;228006;1.83
Jamaica;2020-05-21;total_cases;30;2020-04-24;288;2020-05-21;534;1.85
Japan;2020-05-21;total_cases;38;2020-04-16;9167;2020-05-21;16513;1.8
