"dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados"
2019-12-30,0,0,0,0,0
2019-12-31,0,0,0,0,0
2020-01-01,0,0,0,0,0
2020-01-02,0,0,0,0,0
2020-01-03,0,0,0,0,0
2020-01-04,0,0,0,0,0
2020-01-05,0,0,0,0,0
2020-01-06,0,0,0,0,0
2020-01-07,0,0,0,0,0
2020-01-08,0,0,0,0,0
2020-01-09,0,0,0,0,0
2020-01-10,0,0,0,0,0
2020-01-11,1,1,1,0,0
2020-01-12,1,1,1,0,0
2020-01-13,1,1,1,0,0
2020-01-14,1,1,1,0,0
2020-01-15,1,1,1,0,0
2020-01-16,1,1,1,0,0
2020-01-17,1,1,1,0,0
2020-01-18,1,1,1,0,0
2020-01-19,2,2,2,0,0
2020-01-20,2,2,2,0,0
2020-01-21,2,2,2,0,0
2020-01-22,2,3,4,0,0
2020-01-23,2,3,4,0,0
2020-01-24,3,4,5,0,3
2020-01-25,3,4,5,0,3
2020-01-26,4,5,6,0,3
2020-01-27,4,5,6,0,3
2020-01-28,5,6,7,0,4
2020-01-29,5,7,9,0,5
2020-01-30,6,8,10,0,6
2020-01-31,8,10,12,1,6
2020-02-01,8,11,14,1,6
2020-02-02,10,13,16,1,6
2020-02-03,12,15,18,1,6
2020-02-04,13,17,21,1,6
2020-02-05,15,20,25,1,6
2020-02-06,18,23,28,1,6
2020-02-07,21,27,33,2,11
2020-02-08,24,31,38,2,11
2020-02-09,28,36,44,2,11
2020-02-10,32,41,50,2,11
2020-02-11,37,48,59,3,11
2020-02-12,42,55,68,3,11
2020-02-13,49,64,79,4,11
2020-02-14,57,74,91,4,11
2020-02-15,66,85,104,5,11
2020-02-16,76,98,120,6,12
2020-02-17,88,114,140,7,12
2020-02-18,102,132,162,8,12
2020-02-19,117,152,187,9,12
2020-02-20,136,176,216,10,12
2020-02-21,156,203,250,12,12
2020-02-22,181,235,289,14,12
2020-02-23,210,272,334,16,12
2020-02-24,242,314,386,18,12
2020-02-25,280,363,446,21,14
2020-02-26,324,420,516,24,17
2020-02-27,375,486,597,28,38
2020-02-28,432,561,690,33,57
2020-02-29,500,649,798,38,100
2020-03-01,578,750,922,44,130
2020-03-02,668,867,1066,50,178
2020-03-03,773,1003,1233,58,212
2020-03-04,893,1159,1425,67,285
2020-03-05,1033,1340,1647,78,423
2020-03-06,1194,1549,1904,90,613
2020-03-07,1380,1791,2202,104,716
2020-03-08,1596,2071,2546,120,1126
2020-03-09,1845,2394,2943,139,1412
2020-03-10,2133,2768,3403,161,1784
2020-03-11,2465,3199,3933,186,2281
2020-03-12,2851,3699,4547,215,2876
2020-03-13,3295,4276,5257,249,3661
2020-03-14,3810,4944,6078,288,4499
2020-03-15,4404,5715,7026,332,5423
2020-03-16,5092,6607,8122,384,6633
2020-03-17,5886,7638,9390,444,7730
2020-03-18,6805,8831,10857,514,9134
2020-03-19,7867,10209,12551,594,10995
2020-03-20,9095,11802,14509,687,12612
2020-03-21,10515,13644,16773,794,14459
2020-03-22,12156,15774,19392,918,16018
2020-03-23,14053,18236,22419,1061,19856
2020-03-24,16246,21082,25918,1226,22302
2020-03-25,18783,24373,29963,1418,25233
2020-03-26,21714,28177,34640,1639,29155
2020-03-27,25103,32574,40045,1895,29155
2020-03-28,29021,37659,46297,2191,NA
2020-03-29,33550,43536,53522,2533,NA
2020-03-30,38787,50332,61877,2928,NA
2020-03-31,44841,58187,71533,3385,NA
2020-04-01,51840,67269,82698,3913,NA
2020-04-02,59931,77768,95605,4524,NA
2020-04-03,69284,89906,110528,5230,NA
