"dia_ano","dias","otimista","casos_estimados","pessimista","x"
153,2020-06-01,64,72,80,67
154,2020-06-02,69,77,85,75
155,2020-06-03,73,82,91,79
156,2020-06-04,79,88,97,84
157,2020-06-05,84,94,104,91
158,2020-06-06,89,100,111,101
159,2020-06-07,95,107,119,113
160,2020-06-08,102,114,126,126
161,2020-06-09,109,122,135,NA
162,2020-06-10,117,131,145,NA
163,2020-06-11,125,140,155,NA
164,2020-06-12,134,150,166,NA
165,2020-06-13,143,160,177,NA
166,2020-06-14,153,171,189,NA
167,2020-06-15,163,183,203,NA
