location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-09-24;total_deaths;90;2020-06-29;361;2020-09-24;653;1.81
AL;2020-09-24;total_deaths;86;2020-07-03;1113;2020-09-24;2040;1.83
AM;2020-09-24;total_deaths;114;2020-06-05;2199;2020-09-24;3992;1.82
AP;2020-09-24;total_deaths;95;2020-06-24;387;2020-09-24;698;1.8
BA;2020-09-24;total_deaths;56;2020-08-02;3572;2020-09-24;6455;1.81
CE;2020-09-24;total_deaths;105;2020-06-14;4861;2020-09-24;8882;1.83
DF;2020-09-24;total_deaths;49;2020-08-09;1731;2020-09-24;3164;1.83
ES;2020-09-24;total_deaths;81;2020-07-08;1911;2020-09-24;3458;1.81
GO;2020-09-24;total_deaths;40;2020-08-18;2414;2020-09-24;4356;1.8
MA;2020-09-24;total_deaths;89;2020-06-30;2048;2020-09-24;3693;1.8
MG;2020-09-24;total_deaths;45;2020-08-13;3846;2020-09-24;6983;1.82
MS;2020-09-24;total_deaths;39;2020-08-19;668;2020-09-24;1217;1.82
MT;2020-09-24;total_deaths;58;2020-07-31;1819;2020-09-24;3299;1.81
PA;2020-09-24;total_deaths;113;2020-06-06;3612;2020-09-24;6502;1.8
PB;2020-09-24;total_deaths;69;2020-07-20;1517;2020-09-24;2762;1.82
PE;2020-09-24;total_deaths;94;2020-06-25;4488;2020-09-24;8110;1.81
PI;2020-09-24;total_deaths;68;2020-07-21;1140;2020-09-24;2073;1.82
PR;2020-09-24;total_deaths;49;2020-08-09;2345;2020-09-24;4280;1.83
RJ;2020-09-24;total_deaths;90;2020-06-29;9848;2020-09-24;18037;1.83
RN;2020-09-24;total_deaths;82;2020-07-07;1291;2020-09-24;2366;1.83
RO;2020-09-24;total_deaths;68;2020-07-21;727;2020-09-24;1323;1.82
RR;2020-09-24;total_deaths;87;2020-07-01;314;2020-09-24;635;2.02
RS;2020-09-24;total_deaths;47;2020-08-11;2472;2020-09-24;4544;1.84
SC;2020-09-24;total_deaths;49;2020-08-09;1445;2020-09-24;2704;1.87
SE;2020-09-24;total_deaths;71;2020-07-18;1111;2020-09-24;2004;1.8
SP;2020-09-24;total_deaths;73;2020-07-16;19038;2020-09-24;34677;1.82
TO;2020-09-24;total_deaths;44;2020-08-14;500;2020-09-24;901;1.8
