"country","dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados"
"Sweden",2019-12-30,0,0,0,0,0
"Sweden",2019-12-31,0,0,0,0,0
"Sweden",2020-01-01,0,0,0,0,0
"Sweden",2020-01-02,0,0,0,0,0
"Sweden",2020-01-03,0,0,0,0,0
"Sweden",2020-01-04,0,0,0,0,0
"Sweden",2020-01-05,0,0,0,0,0
"Sweden",2020-01-06,0,0,0,0,0
"Sweden",2020-01-07,0,0,0,0,0
"Sweden",2020-01-08,0,0,0,0,0
"Sweden",2020-01-09,1,1,1,0,0
"Sweden",2020-01-10,1,1,1,0,0
"Sweden",2020-01-11,1,1,1,0,0
"Sweden",2020-01-12,1,1,1,0,0
"Sweden",2020-01-13,1,1,1,0,0
"Sweden",2020-01-14,1,1,1,0,0
"Sweden",2020-01-15,1,1,1,0,0
"Sweden",2020-01-16,1,1,1,0,0
"Sweden",2020-01-17,1,1,1,0,0
"Sweden",2020-01-18,1,1,1,0,0
"Sweden",2020-01-19,1,2,3,0,0
"Sweden",2020-01-20,1,2,3,0,0
"Sweden",2020-01-21,1,2,3,0,0
"Sweden",2020-01-22,1,2,3,0,0
"Sweden",2020-01-23,1,2,3,0,0
"Sweden",2020-01-24,2,3,4,0,0
"Sweden",2020-01-25,2,3,4,0,0
"Sweden",2020-01-26,2,3,4,0,0
"Sweden",2020-01-27,3,4,5,0,0
"Sweden",2020-01-28,3,4,5,0,0
"Sweden",2020-01-29,4,5,6,0,0
"Sweden",2020-01-30,4,5,6,0,0
"Sweden",2020-01-31,4,6,8,0,1
"Sweden",2020-02-01,5,7,9,0,1
"Sweden",2020-02-02,5,7,9,0,1
"Sweden",2020-02-03,6,8,10,0,1
"Sweden",2020-02-04,7,9,11,0,1
"Sweden",2020-02-05,7,10,13,0,1
"Sweden",2020-02-06,9,12,15,0,1
"Sweden",2020-02-07,10,13,16,0,1
"Sweden",2020-02-08,11,15,19,0,1
"Sweden",2020-02-09,12,16,20,0,1
"Sweden",2020-02-10,13,18,23,1,1
"Sweden",2020-02-11,16,21,26,1,1
"Sweden",2020-02-12,17,23,29,1,1
"Sweden",2020-02-13,19,26,33,1,1
"Sweden",2020-02-14,22,29,36,1,1
"Sweden",2020-02-15,24,32,40,1,1
"Sweden",2020-02-16,27,36,45,1,1
"Sweden",2020-02-17,30,40,50,1,1
"Sweden",2020-02-18,34,45,56,1,1
"Sweden",2020-02-19,37,50,63,2,1
"Sweden",2020-02-20,42,56,70,2,1
"Sweden",2020-02-21,47,63,79,2,1
"Sweden",2020-02-22,52,70,88,2,1
"Sweden",2020-02-23,59,79,99,2,1
"Sweden",2020-02-24,66,88,110,3,1
"Sweden",2020-02-25,74,99,124,3,1
"Sweden",2020-02-26,82,110,138,3,2
"Sweden",2020-02-27,92,123,154,4,7
"Sweden",2020-02-28,103,138,173,4,12
"Sweden",2020-02-29,115,154,193,5,13
"Sweden",2020-03-01,129,173,217,5,14
"Sweden",2020-03-02,144,193,242,6,15
"Sweden",2020-03-03,162,216,270,7,24
"Sweden",2020-03-04,181,242,303,7,35
"Sweden",2020-03-05,202,270,338,8,61
"Sweden",2020-03-06,226,302,378,9,137
"Sweden",2020-03-07,253,338,423,10,161
"Sweden",2020-03-08,283,378,473,12,203
"Sweden",2020-03-09,316,423,530,13,248
"Sweden",2020-03-10,354,473,592,14,326
"Sweden",2020-03-11,396,529,662,16,462
"Sweden",2020-03-12,443,592,741,18,620
"Sweden",2020-03-13,495,662,829,20,775
"Sweden",2020-03-14,554,740,926,23,924
"Sweden",2020-03-15,619,828,1037,25,1032
"Sweden",2020-03-16,693,926,1159,28,1121
"Sweden",2020-03-17,775,1036,1297,32,1167
"Sweden",2020-03-18,867,1159,1451,35,1301
"Sweden",2020-03-19,970,1296,1622,39,1423
"Sweden",2020-03-20,1085,1450,1815,44,1623
"Sweden",2020-03-21,1214,1622,2030,49,1746
"Sweden",2020-03-22,1357,1814,2271,55,1906
"Sweden",2020-03-23,1518,2029,2540,62,2016
"Sweden",2020-03-24,1698,2270,2842,69,2272
"Sweden",2020-03-25,1900,2539,3178,77,2510
"Sweden",2020-03-26,2125,2840,3555,87,2806
"Sweden",2020-03-27,2376,3176,3976,97,3046
"Sweden",2020-03-28,2658,3553,4448,108,3447
"Sweden",2020-03-29,2973,3974,4975,121,NA
"Sweden",2020-03-30,3326,4445,5564,135,NA
"Sweden",2020-03-31,3720,4972,6224,151,NA
"Sweden",2020-04-01,4161,5561,6961,169,NA
"Sweden",2020-04-02,4654,6220,7786,189,NA
"Sweden",2020-04-03,5206,6958,8710,212,NA
"Sweden",2020-04-04,5822,7782,9742,237,NA
