"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-07,13869,14374,14122,15066,13178,14156
2020-05-08,14739,15138,14938,15937,13939,15741
2020-05-09,15664,15916,15790,16846,14734,16929
2020-05-10,16647,16706,16676,17791,15561,17062
2020-05-11,17691,17507,17599,18776,16422,17939
2020-05-12,18801,18314,18558,19799,17317,18486
2020-05-13,19981,19127,19554,20861,18247,18728
2020-05-14,21235,19940,20588,21964,19212,19467
2020-05-15,22567,20753,21660,23108,20212,NA
2020-05-16,23983,21562,22772,24294,21250,NA
2020-05-17,25488,22365,23926,25526,22326,NA
2020-05-18,27087,23158,25122,26802,23442,NA
2020-05-19,28787,23939,26363,28126,24600,NA
2020-05-20,30594,24707,27650,29499,25801,NA
2020-05-21,32513,25458,28986,30924,27048,NA
