location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-09-07;total_deaths;76;2020-06-26;343;2020-09-07;624;1.82
AL;2020-09-07;total_deaths;71;2020-07-01;1072;2020-09-07;1936;1.81
AM;2020-09-07;total_deaths;99;2020-06-03;2138;2020-09-07;3849;1.8
AP;2020-09-07;total_deaths;80;2020-06-22;372;2020-09-07;673;1.81
BA;2020-09-07;total_deaths;47;2020-07-25;3140;2020-09-07;5693;1.81
CE;2020-09-07;total_deaths;91;2020-06-11;4663;2020-09-07;8566;1.84
DF;2020-09-07;total_deaths;40;2020-08-01;1490;2020-09-07;2720;1.83
ES;2020-09-07;total_deaths;67;2020-07-05;1804;2020-09-07;3268;1.81
GO;2020-09-07;total_deaths;35;2020-08-06;1888;2020-09-07;3475;1.84
MA;2020-09-07;total_deaths;75;2020-06-27;1943;2020-09-07;3518;1.81
MG;2020-09-07;total_deaths;36;2020-08-05;3195;2020-09-07;5851;1.83
MS;2020-09-07;total_deaths;31;2020-08-10;523;2020-09-07;970;1.85
MT;2020-09-07;total_deaths;45;2020-07-27;1625;2020-09-07;2932;1.8
PA;2020-09-07;total_deaths;98;2020-06-04;3416;2020-09-07;6257;1.83
PB;2020-09-07;total_deaths;57;2020-07-15;1383;2020-09-07;2550;1.84
PE;2020-09-07;total_deaths;80;2020-06-22;4252;2020-09-07;7721;1.82
PI;2020-09-07;total_deaths;56;2020-07-16;1043;2020-09-07;1901;1.82
PR;2020-09-07;total_deaths;40;2020-08-01;1975;2020-09-07;3577;1.81
RJ;2020-09-07;total_deaths;79;2020-06-23;9153;2020-09-07;16593;1.81
RN;2020-09-07;total_deaths;66;2020-07-06;1248;2020-09-07;2294;1.84
RO;2020-09-07;total_deaths;59;2020-07-13;647;2020-09-07;1187;1.83
RR;2020-09-07;total_deaths;71;2020-07-01;314;2020-09-07;598;1.9
RS;2020-09-07;total_deaths;38;2020-08-03;2016;2020-09-07;3756;1.86
SC;2020-09-07;total_deaths;36;2020-08-05;1306;2020-09-07;2422;1.85
SE;2020-09-07;total_deaths;57;2020-07-15;1054;2020-09-07;1898;1.8
SP;2020-09-07;total_deaths;63;2020-07-09;17118;2020-09-07;31377;1.83
TO;2020-09-07;total_deaths;36;2020-08-05;415;2020-09-07;754;1.82
