location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-09-01;total_deaths;71;2020-06-25;335;2020-09-01;616;1.84
AL;2020-09-01;total_deaths;66;2020-06-30;1052;2020-09-01;1895;1.8
AM;2020-09-01;total_deaths;98;2020-05-29;2011;2020-09-01;3661;1.82
AP;2020-09-01;total_deaths;75;2020-06-21;359;2020-09-01;663;1.85
BA;2020-09-01;total_deaths;44;2020-07-22;2988;2020-09-01;5448;1.82
CE;2020-09-01;total_deaths;85;2020-06-11;4663;2020-09-01;8447;1.81
DF;2020-09-01;total_deaths;37;2020-07-29;1419;2020-09-01;2573;1.81
ES;2020-09-01;total_deaths;63;2020-07-03;1758;2020-09-01;3181;1.81
GO;2020-09-01;total_deaths;32;2020-08-03;1716;2020-09-01;3212;1.87
MA;2020-09-01;total_deaths;70;2020-06-26;1906;2020-09-01;3457;1.81
MG;2020-09-01;total_deaths;31;2020-08-04;2894;2020-09-01;5364;1.85
MS;2020-09-01;total_deaths;27;2020-08-08;492;2020-09-01;889;1.81
MT;2020-09-01;total_deaths;42;2020-07-24;1501;2020-09-01;2786;1.86
PA;2020-09-01;total_deaths;92;2020-06-04;3416;2020-09-01;6176;1.81
PB;2020-09-01;total_deaths;52;2020-07-14;1342;2020-09-01;2465;1.84
PE;2020-09-01;total_deaths;76;2020-06-20;4148;2020-09-01;7614;1.84
PI;2020-09-01;total_deaths;51;2020-07-15;1019;2020-09-01;1843;1.81
PR;2020-09-01;total_deaths;37;2020-07-29;1814;2020-09-01;3345;1.84
RJ;2020-09-01;total_deaths;74;2020-06-22;8933;2020-09-01;16217;1.82
RN;2020-09-01;total_deaths;60;2020-07-06;1248;2020-09-01;2265;1.81
RO;2020-09-01;total_deaths;54;2020-07-12;628;2020-09-01;1155;1.84
RR;2020-09-01;total_deaths;65;2020-07-01;314;2020-09-01;593;1.89
RS;2020-09-01;total_deaths;35;2020-07-31;1876;2020-09-01;3501;1.87
SC;2020-09-01;total_deaths;31;2020-08-04;1235;2020-09-01;2301;1.86
SE;2020-09-01;total_deaths;52;2020-07-14;1033;2020-09-01;1867;1.81
SP;2020-09-01;total_deaths;58;2020-07-08;16788;2020-09-01;30375;1.81
TO;2020-09-01;total_deaths;35;2020-07-31;381;2020-09-01;687;1.8
