location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-07-19;total_cases;39;2020-06-13;9534;2020-07-19;17295;1.81
AL;2020-07-19;total_cases;32;2020-06-20;27698;2020-07-19;50078;1.81
AM;2020-07-19;total_cases;44;2020-06-08;49811;2020-07-19;90913;1.83
AP;2020-07-19;total_cases;35;2020-06-17;18618;2020-07-19;33705;1.81
BA;2020-07-19;total_cases;25;2020-06-27;65244;2020-07-19;122169;1.87
CE;2020-07-19;total_cases;36;2020-06-16;81289;2020-07-19;146972;1.81
DF;2020-07-19;total_cases;24;2020-06-28;44905;2020-07-19;82412;1.84
ES;2020-07-19;total_cases;28;2020-06-24;38481;2020-07-19;70609;1.83
GO;2020-07-19;total_cases;24;2020-06-28;21984;2020-07-19;40769;1.85
MA;2020-07-19;total_cases;39;2020-06-13;58859;2020-07-19;106325;1.81
MG;2020-07-19;total_cases;20;2020-07-02;50707;2020-07-19;92972;1.83
MS;2020-07-19;total_cases;20;2020-07-02;9062;2020-07-19;16403;1.81
MT;2020-07-19;total_cases;19;2020-07-03;18854;2020-07-19;34136;1.81
PA;2020-07-19;total_cases;35;2020-06-17;74192;2020-07-19;137484;1.85
PB;2020-07-19;total_cases;30;2020-06-22;37253;2020-07-19;67382;1.81
PE;2020-07-19;total_cases;40;2020-06-12;43872;2020-07-19;79452;1.81
PI;2020-07-19;total_cases;22;2020-06-30;20422;2020-07-19;39296;1.92
PR;2020-07-19;total_cases;19;2020-07-03;28166;2020-07-19;54629;1.94
RJ;2020-07-19;total_cases;41;2020-06-11;75775;2020-07-19;138524;1.83
RN;2020-07-19;total_cases;25;2020-06-27;24253;2020-07-19;43766;1.8
RO;2020-07-19;total_cases;30;2020-06-22;15827;2020-07-19;29117;1.84
RR;2020-07-19;total_cases;25;2020-06-27;13078;2020-07-19;25467;1.95
RS;2020-07-19;total_cases;23;2020-06-29;25659;2020-07-19;47113;1.84
SC;2020-07-19;total_cases;20;2020-07-02;28575;2020-07-19;53336;1.87
SE;2020-07-19;total_cases;23;2020-06-29;24817;2020-07-19;45243;1.82
SP;2020-07-19;total_cases;29;2020-06-23;229475;2020-07-19;415049;1.81
TO;2020-07-19;total_cases;26;2020-06-26;9681;2020-07-19;17773;1.84
