"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-08,1855,1903,1879,1942,1816,2031
2020-05-09,2054,2106,2080,2150,2010,2156
2020-05-10,2274,2326,2300,2377,2223,2341
2020-05-11,2517,2563,2540,2625,2455,2525
2020-05-12,2787,2818,2802,2896,2708,2777
2020-05-13,3085,3090,3088,3192,2984,3045
2020-05-14,3415,3379,3397,3511,3283,3361
2020-05-15,3781,3685,3733,3859,3607,3739
2020-05-16,4186,4006,4096,4234,3958,NA
2020-05-17,4634,4341,4488,4639,4337,NA
2020-05-18,5130,4689,4910,5075,4745,NA
2020-05-19,5680,5047,5364,5544,5184,NA
2020-05-20,6288,5414,5851,6048,5654,NA
2020-05-21,6961,5786,6374,6588,6160,NA
2020-05-22,7707,6162,6934,7167,6701,NA
