"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-03-02,40478,9556,25017,30745,19289,2036
2020-03-03,41497,10498,25998,31951,20045,2502
2020-03-04,42542,11529,27036,33227,20845,3089
2020-03-05,43614,12654,28134,34576,21692,3858
2020-03-06,44712,13881,29296,36004,22588,4636
2020-03-07,45838,15220,30529,37519,23539,5883
2020-03-08,46992,16676,31834,39123,24545,7375
2020-03-09,48176,18260,33218,40824,25612,9172
2020-03-10,49389,19980,34684,42626,26742,10149
2020-03-11,50633,21845,36239,44537,27941,12462
2020-03-12,51908,23863,37886,46561,29211,15113
2020-03-13,53215,26043,39629,48703,30555,17660
2020-03-14,54555,28394,41474,50971,31977,21157
2020-03-15,55929,30923,43426,53370,33482,23980
2020-03-16,57338,33639,45488,55904,35072,27980
2020-03-17,58782,36547,47664,58578,36750,31506
2020-03-18,60262,39655,49958,61397,38519,35713
2020-03-19,61780,42965,52372,64364,40380,41035
2020-03-20,63336,46481,54908,67481,42335,47021
2020-03-21,64931,50204,57568,70750,44386,53578
2020-03-22,66566,54134,60350,74169,46531,59138
2020-03-23,68242,58267,63254,77738,48770,63927
2020-03-24,69961,62598,66280,81457,51103,69176
2020-03-25,71722,67119,69420,85316,53524,74386
2020-03-26,73529,71820,72674,89315,56033,80539
2020-03-27,75380,76687,76034,93444,58624,86498
2020-03-28,77279,81704,79492,97694,61290,92472
2020-03-29,79225,86854,83040,102054,64026,97689
2020-03-30,81220,92116,86668,106513,66823,101739
2020-03-31,83266,97466,90366,111058,69674,105792
2020-04-01,85362,102882,94122,115674,72570,110574
2020-04-02,87512,108337,97924,120346,75502,115242
2020-04-03,89716,113805,101760,125061,78459,119827
2020-04-04,91975,119261,105618,129802,81434,124632
2020-04-05,94292,124676,109484,134553,84415,128948
2020-04-06,96666,130027,113346,139300,87392,132547
2020-04-07,99101,135289,117195,144030,90360,135586
2020-04-08,101596,140439,121018,148728,93308,139422
2020-04-09,104155,145457,124806,153384,96228,143626
2020-04-10,106778,150324,128551,157986,99116,147577
2020-04-11,109467,155025,132246,162527,101965,152271
2020-04-12,112224,159547,135886,167001,104771,156363
2020-04-13,115050,163878,139464,171398,107530,159516
2020-04-14,117947,168011,142979,175718,110240,162488
2020-04-15,120918,171941,146430,179959,112901,165155
2020-04-16,123963,175665,149814,184118,115510,168941
2020-04-17,127085,179182,153134,188198,118070,172434
2020-04-18,130285,182492,156388,192197,120579,175925
2020-04-19,133566,185600,159583,196124,123042,178972
2020-04-20,136930,188509,162720,199979,125461,181228
2020-04-21,140378,191225,165802,203767,127837,183957
2020-04-22,143913,193755,168834,207493,130175,187327
2020-04-23,147538,196106,171822,211165,132479,189973
2020-04-24,151253,198287,174770,214788,134752,192994
2020-04-25,155062,200305,177684,218370,136998,195351
2020-04-26,158967,202170,180568,221914,139222,197675
2020-04-27,162970,203890,183430,225431,141429,199414
2020-04-28,167075,205474,186274,228926,143622,201505
2020-04-29,171282,206931,189106,232407,145805,203591
2020-04-30,175596,208270,191933,235881,147985,205463
2020-05-01,180018,209498,194758,239353,150163,207428
2020-05-02,184551,210623,197587,242830,152344,209328
2020-05-03,189199,211653,200426,246319,154533,210717
2020-05-04,193964,212596,203280,249826,156734,211938
2020-05-05,198848,213457,206152,253356,158948,213013
2020-05-06,203856,214244,209050,256918,161182,214457
2020-05-07,208990,214961,211976,260514,163438,215858
2020-05-08,214253,215616,214934,264149,165719,217185
2020-05-09,219649,216213,217931,267832,168030,218268
2020-05-10,225180,216756,220968,271565,170371,219070
2020-05-11,230851,217251,224051,275354,172748,219814
2020-05-12,236665,217702,227184,279204,175164,221216
2020-05-13,242625,218112,230368,283117,177619,222104
2020-05-14,248735,218485,233610,287101,180119,223096
2020-05-15,254999,218824,236912,291159,182665,223885
2020-05-16,261421,219132,240276,295294,185258,224760
2020-05-17,268004,219412,243708,299512,187904,225435
2020-05-18,274753,219666,247210,303815,190605,225886
2020-05-19,281673,219897,250785,308209,193361,226699
2020-05-20,288766,220107,254436,312696,196176,227364
2020-05-21,296038,220297,258168,317283,199053,228006
2020-05-22,303494,220470,261982,321970,201994,NA
2020-05-23,311137,220627,265882,326763,205001,NA
2020-05-24,318972,220769,269870,331664,208076,NA
2020-05-25,327005,220898,273952,336681,211223,NA
2020-05-26,335240,221015,278128,341813,214443,NA
2020-05-27,343683,221121,282402,347066,217738,NA
2020-05-28,352338,221218,286778,352444,221112,NA
