"dia_ano","dias","otimista","casos_estimados","pessimista","x"
126,2020-05-05,79,94,109,99
127,2020-05-06,83,98,113,101
128,2020-05-07,87,103,119,104
129,2020-05-08,91,108,125,106
130,2020-05-09,95,113,131,107
131,2020-05-10,99,118,137,109
132,2020-05-11,104,124,144,111
133,2020-05-12,110,130,150,113
134,2020-05-13,115,136,157,NA
135,2020-05-14,120,143,166,NA
136,2020-05-15,126,149,172,NA
137,2020-05-16,131,156,181,NA
138,2020-05-17,138,164,190,NA
139,2020-05-18,145,172,199,NA
140,2020-05-19,152,180,208,NA
