location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-09-12;total_deaths;79;2020-06-28;353;2020-09-12;637;1.8
AL;2020-09-12;total_deaths;75;2020-07-02;1091;2020-09-12;1972;1.81
AM;2020-09-12;total_deaths;104;2020-06-03;2138;2020-09-12;3888;1.82
AP;2020-09-12;total_deaths;85;2020-06-22;372;2020-09-12;678;1.82
BA;2020-09-12;total_deaths;49;2020-07-28;3270;2020-09-12;5912;1.81
CE;2020-09-12;total_deaths;95;2020-06-12;4788;2020-09-12;8685;1.81
DF;2020-09-12;total_deaths;41;2020-08-05;1572;2020-09-12;2883;1.83
ES;2020-09-12;total_deaths;71;2020-07-06;1838;2020-09-12;3338;1.82
GO;2020-09-12;total_deaths;35;2020-08-11;2099;2020-09-12;3783;1.8
MA;2020-09-12;total_deaths;79;2020-06-28;1982;2020-09-12;3569;1.8
MG;2020-09-12;total_deaths;39;2020-08-07;3381;2020-09-12;6200;1.83
MS;2020-09-12;total_deaths;33;2020-08-13;570;2020-09-12;1055;1.85
MT;2020-09-12;total_deaths;49;2020-07-28;1669;2020-09-12;3063;1.84
PA;2020-09-12;total_deaths;103;2020-06-04;3416;2020-09-12;6307;1.85
PB;2020-09-12;total_deaths;60;2020-07-17;1446;2020-09-12;2616;1.81
PE;2020-09-12;total_deaths;84;2020-06-23;4339;2020-09-12;7852;1.81
PI;2020-09-12;total_deaths;59;2020-07-18;1083;2020-09-12;1958;1.81
PR;2020-09-12;total_deaths;43;2020-08-03;2050;2020-09-12;3801;1.85
RJ;2020-09-12;total_deaths;83;2020-06-24;9295;2020-09-12;16985;1.83
RN;2020-09-12;total_deaths;71;2020-07-06;1248;2020-09-12;2313;1.85
RO;2020-09-12;total_deaths;58;2020-07-19;686;2020-09-12;1240;1.81
RR;2020-09-12;total_deaths;76;2020-07-01;314;2020-09-12;610;1.94
RS;2020-09-12;total_deaths;40;2020-08-06;2231;2020-09-12;4039;1.81
SC;2020-09-12;total_deaths;40;2020-08-06;1357;2020-09-12;2515;1.85
SE;2020-09-12;total_deaths;61;2020-07-16;1071;2020-09-12;1945;1.82
SP;2020-09-12;total_deaths;64;2020-07-13;17907;2020-09-12;32567;1.82
TO;2020-09-12;total_deaths;39;2020-08-07;437;2020-09-12;799;1.83
