"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
175,2020-06-23,134,148,162,143
176,2020-06-24,143,158,173,148
177,2020-06-25,152,168,184,167
178,2020-06-26,162,179,196,184
179,2020-06-27,172,190,208,184
180,2020-06-28,183,202,221,215
181,2020-06-29,195,215,235,224
182,2020-06-30,207,229,251,234
183,2020-07-01,221,244,267,245
184,2020-07-02,235,260,285,255
185,2020-07-03,250,276,302,261
186,2020-07-04,266,294,322,NA
187,2020-07-05,283,313,343,NA
188,2020-07-06,301,333,365,NA
189,2020-07-07,321,354,387,NA
190,2020-07-08,341,377,413,NA
191,2020-07-09,363,401,439,NA
192,2020-07-10,386,426,466,NA
193,2020-07-11,411,454,497,NA
194,2020-07-12,437,483,529,NA
195,2020-07-13,464,513,562,NA
