"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
144,2020-05-23,2136,2306,2476,2374
145,2020-05-24,2254,2433,2612,2439
146,2020-05-25,2377,2566,2755,2514
147,2020-05-26,2508,2707,2906,2583
148,2020-05-27,2645,2855,3065,2682
149,2020-05-28,2790,3012,3234,2959
150,2020-05-29,2943,3177,3411,3098
151,2020-05-30,3104,3351,3598,3299
152,2020-05-31,3275,3535,3795,NA
153,2020-06-01,3453,3728,4003,NA
154,2020-06-02,3643,3933,4223,NA
155,2020-06-03,3843,4148,4453,NA
156,2020-06-04,4054,4376,4698,NA
157,2020-06-05,4275,4615,4955,NA
158,2020-06-06,4510,4868,5226,NA
