"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
133,2020-05-12,5871,6323,6775,6204
134,2020-05-13,6280,6763,7246,6547
135,2020-05-14,6714,7230,7746,6955
136,2020-05-15,7176,7728,8280,8128
137,2020-05-16,7667,8257,8847,8314
138,2020-05-17,8190,8820,9450,8443
139,2020-05-18,8745,9418,10091,8581
140,2020-05-19,9335,10053,10771,11013
141,2020-05-20,9960,10726,11492,NA
142,2020-05-21,10622,11439,12256,NA
143,2020-05-22,11324,12195,13066,NA
144,2020-05-23,12066,12994,13922,NA
145,2020-05-24,12850,13838,14826,NA
146,2020-05-25,13678,14730,15782,NA
147,2020-05-26,14552,15671,16790,NA
