"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
163,2020-06-11,79,94,109,96
164,2020-06-12,83,98,113,98
165,2020-06-13,85,101,117,98
166,2020-06-14,88,104,120,100
167,2020-06-15,91,108,125,105
168,2020-06-16,95,112,129,107
169,2020-06-17,97,115,133,111
170,2020-06-18,101,119,137,111
171,2020-06-19,104,123,142,114
172,2020-06-20,108,128,148,115
173,2020-06-21,112,132,152,115
174,2020-06-22,116,137,158,NA
175,2020-06-23,119,141,163,NA
176,2020-06-24,123,146,169,NA
177,2020-06-25,128,151,174,NA
178,2020-06-26,132,156,180,NA
179,2020-06-27,136,161,186,NA
180,2020-06-28,141,167,193,NA
181,2020-06-29,146,173,200,NA
182,2020-06-30,151,179,207,NA
183,2020-07-01,156,185,214,NA
