"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
175,2020-06-23,0,0,0,37
176,2020-06-24,0,0,0,38
177,2020-06-25,0,0,0,38
178,2020-06-26,0,0,0,39
179,2020-06-27,0,0,0,39
180,2020-06-28,0,0,0,42
181,2020-06-29,0,0,0,43
182,2020-06-30,0,0,0,50
183,2020-07-01,0,0,0,55
184,2020-07-02,0,0,0,63
185,2020-07-03,-3,1,5,72
186,2020-07-04,-3,1,5,NA
187,2020-07-05,-3,1,5,NA
188,2020-07-06,-3,1,5,NA
189,2020-07-07,-3,1,5,NA
190,2020-07-08,-3,1,5,NA
191,2020-07-09,-3,1,5,NA
192,2020-07-10,-7,2,11,NA
193,2020-07-11,-7,2,11,NA
194,2020-07-12,-7,2,11,NA
195,2020-07-13,-10,3,16,NA
