"dia_ano","dias","otimista","casos_estimados","pessimista","x"
161,2020-06-09,170,205,240,223
162,2020-06-10,180,216,252,237
163,2020-06-11,188,226,264,245
164,2020-06-12,198,238,278,254
165,2020-06-13,207,249,291,256
166,2020-06-14,218,262,306,259
167,2020-06-15,229,275,321,265
168,2020-06-16,239,288,337,271
169,2020-06-17,251,302,353,281
170,2020-06-18,264,317,370,287
171,2020-06-19,277,333,389,292
172,2020-06-20,291,350,409,NA
173,2020-06-21,305,367,429,NA
174,2020-06-22,320,385,450,NA
175,2020-06-23,336,404,472,NA
176,2020-06-24,353,424,495,NA
177,2020-06-25,370,445,520,NA
178,2020-06-26,388,467,546,NA
179,2020-06-27,407,490,573,NA
180,2020-06-28,428,515,602,NA
181,2020-06-29,449,540,631,NA
