"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-07-02,29220,30516,29868,32251,27485,32897
2020-07-03,30478,31556,31017,33491,28543,33421
2020-07-04,31790,32600,32195,34763,29627,34257
2020-07-05,33159,33646,33402,36066,30738,34645
2020-07-06,34587,34692,34640,37403,31877,34984
2020-07-07,36076,35736,35906,38770,33042,35820
2020-07-08,37630,36775,37202,40170,34234,36511
2020-07-09,39250,37809,38530,41604,35456,37060
2020-07-10,40940,38836,39888,43070,36706,38265
2020-07-11,42703,39852,41278,44571,37985,38616
2020-07-12,44542,40857,42700,46106,39294,39421
2020-07-13,46460,41848,44154,47676,40632,NA
2020-07-14,48461,42825,45643,49284,42002,NA
2020-07-15,50547,43785,47166,50928,43404,NA
2020-07-16,52724,44728,48726,52613,44839,NA
2020-07-17,54994,45651,50322,54336,46308,NA
2020-07-18,57362,46555,51958,56103,47813,NA
2020-07-19,59832,47437,53634,57912,49356,NA
2020-07-20,62409,48296,55352,59767,50937,NA
2020-07-21,65096,49133,57114,61670,52558,NA
2020-07-22,67899,49947,58923,63623,54223,NA
