"dia_ano","dias","otimista","casos_estimados","pessimista","x"
174,2020-06-22,10830,12768,14706,12634
175,2020-06-23,11153,13148,15143,13068
176,2020-06-24,11484,13538,15592,13352
177,2020-06-25,11825,13940,16055,13759
178,2020-06-26,12176,14354,16532,13966
179,2020-06-27,12537,14780,17023,14263
180,2020-06-28,12909,15219,17529,14338
181,2020-06-29,13292,15670,18048,14398
182,2020-06-30,13687,16136,18585,14763
183,2020-07-01,14094,16615,19136,15030
184,2020-07-02,14512,17108,19704,15351
185,2020-07-03,14943,17616,20289,NA
186,2020-07-04,15386,18139,20892,NA
187,2020-07-05,15843,18677,21511,NA
188,2020-07-06,16313,19232,22151,NA
189,2020-07-07,16798,19803,22808,NA
190,2020-07-08,17296,20390,23484,NA
191,2020-07-09,17810,20996,24182,NA
192,2020-07-10,18338,21619,24900,NA
193,2020-07-11,18883,22261,25639,NA
194,2020-07-12,19443,22922,26401,NA
