"dia_ano","dias","otimista","casos_estimados","pessimista","x"
182,2020-06-30,947,987,1027,977
183,2020-07-01,968,1009,1050,1002
184,2020-07-02,989,1031,1073,1044
185,2020-07-03,1010,1053,1096,1062
186,2020-07-04,1030,1074,1118,1082
187,2020-07-05,1050,1095,1140,1099
188,2020-07-06,1070,1116,1162,1118
189,2020-07-07,1090,1136,1182,1145
190,2020-07-08,1109,1156,1203,1171
191,2020-07-09,1127,1175,1223,1196
192,2020-07-10,1145,1194,1243,1229
193,2020-07-11,1163,1212,1261,NA
194,2020-07-12,1180,1230,1280,NA
195,2020-07-13,1196,1247,1298,NA
196,2020-07-14,1212,1264,1316,NA
197,2020-07-15,1229,1281,1333,NA
198,2020-07-16,1244,1297,1350,NA
199,2020-07-17,1258,1312,1366,NA
200,2020-07-18,1273,1327,1381,NA
201,2020-07-19,1287,1342,1397,NA
202,2020-07-20,1300,1355,1410,NA
