"dia_ano","dias","otimista","casos_estimados","pessimista","x"
123,2020-05-02,799,953,1107,971
124,2020-05-03,863,1029,1195,1019
125,2020-05-04,933,1112,1291,1065
126,2020-05-05,1007,1201,1395,1123
127,2020-05-06,1088,1297,1506,1205
128,2020-05-07,1175,1401,1627,1394
129,2020-05-08,1269,1513,1757,1503
130,2020-05-09,1371,1634,1897,1653
131,2020-05-10,1481,1765,2049,NA
132,2020-05-11,1600,1907,2214,NA
133,2020-05-12,1728,2060,2392,NA
134,2020-05-13,1866,2225,2584,NA
135,2020-05-14,2016,2403,2790,NA
136,2020-05-15,2177,2595,3013,NA
137,2020-05-16,2351,2803,3255,NA
