"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
166,2020-06-14,0,0,0,20
167,2020-06-15,0,0,0,21
168,2020-06-16,0,1,2,28
169,2020-06-17,0,1,2,29
170,2020-06-18,0,1,2,30
171,2020-06-19,0,1,2,37
172,2020-06-20,0,1,2,39
173,2020-06-21,0,1,2,43
174,2020-06-22,0,1,2,45
175,2020-06-23,0,1,2,49
176,2020-06-24,0,2,4,52
177,2020-06-25,0,2,4,NA
178,2020-06-26,0,2,4,NA
179,2020-06-27,1,3,5,NA
180,2020-06-28,1,3,5,NA
181,2020-06-29,1,3,5,NA
182,2020-06-30,1,4,7,NA
183,2020-07-01,1,4,7,NA
184,2020-07-02,1,5,9,NA
185,2020-07-03,1,6,11,NA
186,2020-07-04,2,7,12,NA
