"dia_ano","dias","otimista","casos_estimados","pessimista","x"
199,2020-07-17,1196,1489,1782,1526
200,2020-07-18,1233,1535,1837,1572
201,2020-07-19,1271,1583,1895,1577
202,2020-07-20,1311,1632,1953,1585
203,2020-07-21,1352,1683,2014,1621
204,2020-07-22,1393,1735,2077,1636
205,2020-07-23,1436,1788,2140,1650
206,2020-07-24,1481,1844,2207,1666
207,2020-07-25,1527,1901,2275,1672
208,2020-07-26,1574,1960,2346,1678
209,2020-07-27,1623,2021,2419,1697
210,2020-07-28,1673,2083,2493,NA
211,2020-07-29,1725,2148,2571,NA
212,2020-07-30,1778,2214,2650,NA
213,2020-07-31,1833,2283,2733,NA
214,2020-08-01,1890,2354,2818,NA
215,2020-08-02,1949,2427,2905,NA
216,2020-08-03,2009,2502,2995,NA
217,2020-08-04,2071,2579,3087,NA
218,2020-08-05,2135,2659,3183,NA
219,2020-08-06,2202,2742,3282,NA
